Sector,name,site_name,town,rwater,Basin,GSI,SIC,Impaired,samp_location,samp_date,prev_storm,days_last_storm,ice,o_n_g,rain_ph,samp_ph,cod,tss,tp,tkn,no3,tot_copper,tot_zinc,tot_lead,24_hr_lc50,48_hr_lc50,hardness,conduct,per_sur
B,Haynes Materials Comp,Torrington Facility,143,Still Water,,1653,1442,N,Torrington,3/28/12,3/13/12,,N,0.9,4.8,6.71,20,84,0.09,1.02,21.6,0.006,0.025,0.001,100.00%,100.00%,188,471,100.00%
B,"Eastport South, LLC",Mile Creek Road Site,105,Wetlands,2000-47,1195,1442,N,Outlet AE83459 discharge,5/30/12,5/26/12,4,N,2.5,6.2,6.74,20,2.5,0.05,0.5,0.05,0.02,0.01,0.0065,6.25%,6.25%,23,107,0.00%
B,Haynes Materials Comp,Naugatuck Facility,88,Straitsville Brook,,1654,1442,N,Naugatuck,3/28/12,3/13/12,,N,0.95,5,7.61,13,150,0.15,0.49,1.52,0.013,0.039,0.006,100.00%,100.00%,116,398,100.00%
B,Thompson Rail Business Park LLC,Thompson Rail Business Park,141,French River,,2091,1442,,Phase I Basin,9/28/12,9/18/12,,N,1.7,5.5,7.7,38,180,0.19,0.025,0.14,0.013,0.039,0.0025,,,,,
B,Haynes Materials Comp,Seymour Concrete Plant,124,Nickel Mine Brook,,1503,3273,N,Seymour,9/28/12,9/22/12,,N,3.7,5.2,7.82,40,110,0.26,1.96,1.31,0.013,0.1222,0.005,,,,,
B,Haynes Materials Comp,Oxford,108,"Little River, Naugatuck River Watershed",,1523,1429,N,Oxford,9/18/12,9/5/12,,N,0.8,5.5,7.74,22,61,0.12,0.93,0.05,0.008,0.021,0.005,,,,,
B,Haynes Materials Comp,Torrington,143,Still Water,,1653,1442,N,Torrington,9/18/12,9/5/12,,N,2.6,5.2,7.57,76,260,0.35,1.51,0.66,0.016,0.075,0.012,,,,,
B,Haynes Materials Comp,Naugatuck,88,Straitsville Brook,,1654,1442,N,Naugatuck,9/18/12,9/5/12,,N,1.25,4.4,7.34,66,270,0.18,1.17,0.22,0.024,0.069,0.019,,,,,
B,"Specialty Minerals, Inc. ",Main Plant (Daisy Hill Road),100,Blackberry River,,550,1422,Y,Outfall 1A,6/12/12,6/3/12,,N,0.7,5.5,8.63,38,21,0.07,0.83,1.64,0.0025,0.005,0.001,26.90%,18.30%,60,238,0.00%
B,"Specialty Minerals, Inc. ",Main Plant (Daisy Hill Road),100,Blackberry River,,550,1422,Y,Outfall 2,6/12/12,6/3/12,,N,0.7,5.5,8.24,5,6.5,0.01,0.24,0.87,0.0025,0.004,0.001,61.70%,37.80%,296,759,0.00%
B,"Specialty Minerals, Inc. ",Main Plant (Daisy Hill Road),100,Blackberry River,,550,1422,Y,Outfall 3,6/12/12,6/3/12,,N,0.7,5.5,6.99,18,13,0.07,0.57,0.005,0.0025,0.016,0.001,100.00%,100.00%,296,759,100.00%
B,"Specialty Minerals, Inc. ",Lower Road Quarry,100,Blackberry River,,2305,1422,Y,Outfall 5,6/12/12,6/3/12,,N,0.7,5.5,7.68,5,7,0.005,1.44,8.13,0.0025,0.006,0.001,100.00%,100.00%,215,607,100.00%
B,"Specialty Minerals, Inc. ",Quarry Maintenance Garage & Stockpile Area,100,Blackberry River,,2306,1422,Y,Outfall 7,6/12/12,6/3/12,,N,3.9,5.5,8.5,170,250,0.22,2.55,0.36,0.017,0.114,0.002,100.00%,100.00%,72,346,100.00%
B,Tilcon,Plainville,109,Quinnipiac river,,579,1429-2951,Y,Plainville South DSN 001,9/28/12,9/8/12,,N,2,5,8.07,317,2730,1.79,2.07,2.14,0.193,0.25,0.019,,,282,,
B,Tilcon,Plainville,109,Quinnipiac River,,579,1429-2951,Y,Plainville South DSN 002,9/28/12,9/8/12,,N,2,5,8.36,1048,10520,6.2,4,1.45,0.527,0.459,0.028,,,718,,
B,Tilcon,Plainville,109,Quinnipiac river,,579,1429-2951,Y,Plainville South DSN 003,9/28/12,9/8/12,,N,2.4,5,7.99,965,7590,5.99,3.94,1.69,0.425,0.411,0.036,,,615,,
B,Tilcon,Plainville,109,Quinnipiac river,,579,1429-2951,N,Plainville South DSN 009,9/28/12,9/8/12,,N,1.6,5,8.6,22.2,337,0.37,1.41,0.58,0.036,0.082,0.01,,,159.7,,
B,Tilcon,North Branford,99,Burr Brook,,577,1429-2951-4011,Y,North Branford DSN 001,9/28/12,9/8/12,,N,0.5,5,6.35,35.3,5,0.09,2.37,0.05,0.005,0.017,0.001,,,40.94,,
B,Tilcon,North Branford,99,Burr Brook,,577,1429-2951-4011,Y,North Branford DSN 003,9/28/12,9/8/12,,N,0.5,5,7.09,73.8,1040,0.87,0.99,0.35,0.051,0.107,0.007,,,80.16,,
B,Tilcon,North Branford,99,Burr Brook,,577,1429-2951-4011,Y,North Branford DSN 011,9/28/12,9/8/12,,N,0.5,5,6.09,122.8,230,0.29,4.32,0.44,0.011,0.083,0.005,,,29.7,,
B,Tilcon,Danbury Stone,34,Still River,,568,5039,Y,Danbury Stone DSN 002,10/19/12,10/15/12,,N,2.4,5,6.56,22.2,36,0.15,1.11,0.11,0.012,0.106,0.003,,,41.08,,
B,Tilcon,Danbury Stone,34,Still River,,568,5039,Y,Danbury Stone DSN 001,10/19/12,10/15/12,,N,2.4,5,7.25,28.9,274,0.29,1.16,0.81,0.017,0.159,0.003,,,62.73,,
B,"Eastport South, LLC",Mile Creek Road Site,105,Wetlands,,1195,1442,N,Outlet AE83459 discharge,10/23/12,10/17/12,6,N,2.5,6.2,6.44,40,24,0.05,0.5,0.05,0.02,0.01,0.0065,100.00%,100.00%,19,171,100.00%
B,"Specialty Minerals, Inc. ",Main Plant (Daisy Hill Road),100,Blackberry River,,550,1422,Y,Outfall 1A,9/18/12,9/8/12,,N,0.7,5.5,6.53,13,31,0.03,0.5,0.44,0.0025,0.021,0.003,,,,,
B,"Specialty Minerals, Inc. ",Main Plant (Daisy Hill Road),100,Blackberry River,,550,1422,Y,Outfall 2,9/18/12,9/8/12,,N,0.7,5.5,7.45,24,99,0.04,0.66,0.83,0.0025,0.046,0.008,,,,,
B,"Specialty Minerals, Inc. ",Main Plant (Daisy Hill Road),100,Blackberry River,,550,1422,Y,Outfall 3,9/18/12,9/8/12,,N,0.7,5.5,5.29,28,7,0.08,0.8,0.15,0.009,0.009,0.004,,,,,
B,"Specialty Minerals, Inc. ",Quarry Maintenance Garage & Stockpile Area,100,Blackberry River,,2306,1422,Y,Outfall 7,9/18/12,9/8/12,,N,6.5,5.5,7.57,150,850,0.41,1.26,0.42,0.023,0.223,0.002,,,,,
B,"Specialty Minerals, Inc. ",Lower Road Quarry,100,Blackberry River,,2305,1422,Y,Outfall 8,9/18/12,9/8/12,,N,0.7,5.5,7.56,5,14,0.03,0.44,0.11,0.0025,0.009,0.001,,,,,
B,Stafford Sand and Gravel,Stafford Sand and Gravel,134,,3101-00-3-R2,2049,1429,N,DSN-001,11/13/12,11/7/12,,N,0.7,6.5,7.01,14,2.5,0.005,0.31,0.21,0.0025,0.038,0.001,,,,,
B,Baldi Stone and Gravel,Baldi Stone and Gravel,28,,4703,1913,1429,N,DSN-001,1/27/12,1/23/12,,N,1.9,6.5,7.89,37,240,0.42,1.86,1.26,0.03,0.049,0.019,100.00%,100.00%,150,510,100.00%
B,Valley Sand and Gravel,,101,Muddy River,5208-00,1635,1442,N,Outfall No. 1,2/29/12,2/24/12,,N,3.5,7.3,7.2,5,34,0.05,1.35,2.14,0.011,0.015,0.015,100.00%,100.00%,17,190,90.00%
B,Valley Sand and Gravel,,101,Muddy River,5208-00,1635,1442,N,Outfall No. 3,2/29/12,2/24/12,,N,3,7.3,7,39,48,0.1,1.93,2.51,0.012,0.015,0.015,100.00%,100.00%,33,121,100.00%
B,Valley Sand and Gravel,,101,Muddy River,5208-00,1635,1442,N,Outfall No. 4,2/29/12,2/24/12,,N,2.2,7.3,6.9,19,13,0.05,0.85,3.02,0.108,0.015,0.015,6.25%,6.25%,60,277,0.00%
B,"Specialty Minerals, Inc. ",Main Plant (Daisy Hill Road),100,Blackberry River,,550,1422,Y,Outfall 1A,3/12/13,3/8/13,,N,0.7,5.5,9.65,5,7,0.03,2.96,0.46,0.0025,0.004,0.001,100.00%,48.70%,38,1425,35.00%
B,"Specialty Minerals, Inc. ",Main Plant (Daisy Hill Road),100,Blackberry River,,550,1422,Y,Outfall 2,3/12/13,3/8/13,,N,0.7,5.5,8.64,5,12,0.03,0.39,0.65,0.0025,0.005,0.001,100.00%,100.00%,290,944,90.00%
B,"Specialty Minerals, Inc. ",Main Plant (Daisy Hill Road),100,Blackberry River,,550,1422,Y,Outfall 3,3/12/13,3/8/13,,N,0.7,5.5,8.04,5,2.5,0.02,0.37,0.02,0.0025,0.001,0.001,100.00%,100.00%,268,546,100.00%
B,"Specialty Minerals, Inc. ",Quarry Maintenance Garage & Stockpile Area,100,Blackberry River,,2306,1422,Y,Outfall 7,3/12/13,3/8/13,,N,3.1,5.5,8.52,43,460,0.13,0.78,0.64,0.014,0.114,0.005,100.00%,100.00%,84,976,100.00%
B,"Specialty Minerals, Inc. ",Lower Road Quarry,100,Blackberry River,,2305,1422,Y,Outfall 8,3/12/13,3/8/13,,N,0.7,5.5,8.34,5,130,0.12,0.34,0.1,0.008,0.031,0.001,100.00%,100.00%,114,321,100.00%
B,"Specialty Minerals, Inc. ",Lower Road Quarry,100,Blackberry River,,2305,1422,Y,Outfall 9,3/12/13,3/8/13,,N,0.7,5.5,8.8,5,12,0.06,0.47,0.11,0.0025,0.014,0.001,100.00%,100.00%,56,133,100.00%
B,"Eastport South, LLC",Mile Creek Road Site,105,Wetlands/Waterbody,2000-47,1195,1442,N,Outlet AE83459 discharge,5/13/13,5/12/13,1,N,2.5,5.8,7.03,9.7,2.5,0.05,0.5,0.05,0.02,0.01,0.0065,100.00%,100.00%,23,133,100.00%
B,Tilcon,North Branford,99,Burr Brook,,577,1429-2951-4011,Y,North Branford DSN 001,3/12/13,3/8/13,,N,0.5,6,6.99,3.7,22,0.26,0.56,0.2,0.015,0.02,0.001,100.00%,100.00%,27.34,67,100.00%
B,Tilcon,North Branford,99,Burr Brook,,577,1429-2951-4011,Y,North Branford DSN 011,3/12/13,3/8/13,,N,1.2,6,7.23,85.5,374,0.78,1.2,0.42,0.027,0.092,0.006,100.00%,100.00%,30.46,47,90.00%
B,Tilcon,Wauregan,109,James Brook or Qudndock Brook,,580,2951-4129-1442,N,Wauregan DSN 001,4/12/13,3/31/13,,N,0.5,5,6.85,7.5,8,0.07,0.19,0.05,0.008,0.026,0.001,100.00%,100.00%,65.4,288,100.00%
B,Tilcon,Southington,131,Eight Mile River,,581,1422,Y,Southington DSN 001,4/12/13,3/31/13,,N,0.5,5,7.74,3.7,11,0.06,0.29,0.05,0.012,0.035,0.001,100.00%,100.00%,116,382,100.00%
B,Tilcon,Wallingford,148,Spring Brook,,583,2951-4013-1429,N,Wallingford DSN 002,3/12/13,3/8/13,,N,0.5,6,6.84,0.5,0.5,3.8,0.34,0.13,0.0025,0.024,0.001,100.00%,100.00%,53.6,277,100.00%
B,Tilcon,Wallingford,148,Spring Brook,,583,2951-4013-1429,N,Wallingford DSN 003,3/12/13,3/8/13,,N,0.5,6,7.97,0.5,17,0.22,0.3,1.17,0.005,0.018,0.001,100.00%,100.00%,36.33,270,100.00%
B,Tilcon,Wallingford,148,Spring Brook,,583,2951-4013-1429,N,Wallingford DSN 005,3/12/13,3/8/13,,N,0.5,6,7.06,7.5,5,0.21,0.26,0.35,0.0025,0.025,0.001,100.00%,100.00%,26.48,50,100.00%
B,Tilcon,Plainville,,Quinnipiac River via storm drain,,573,1429,N,Plainville North DSN 001,6/3/13,5/28/13,,N,0.5,5,6.13,15,28,0.16,0.05,0.65,0.007,0.039,0.005,100.00%,100.00%,119.6,279,100.00%
B,Tilcon,Plainville,,Quinnipiac River via storm drain,,573,1429,N,Plainville North DSN 002,6/3/13,5/28/13,,N,0.5,5,7.35,0.5,87,0.11,0.15,0.73,0.012,0.048,0.005,100.00%,100.00%,120,263,100.00%
B,Tilcon,Tilcon New Britain North,110,Quinnipiac River via storm drain,,573,1429,N,New Britain North DSN 001,10/13/11,10/4/11,9,N,0.5,5,7.54,0.1,6,0.025,3.32,0.05,0.007,0.022,0.001,100.00%,100.00%,125.8,214,100.00%
B,Tilcon,Tilcon New Britain North,110,Quinnipiac River via storm drain,,573,1429,N,New Britain North DSN 002,10/13/11,10/4/11,9,N,2,5,7.55,25.6,45,0.025,2,0.05,0.037,0.107,0.012,91.70%,72.30%,85.8,142,35.00%
B,Tilcon,Tilcon New Britain North,110,Quinnipiac River via storm drain,,573,1429,N,New Britain North DSN 003,10/13/11,10/4/11,9,N,2.4,5,7.61,28.9,44,0.025,2.12,0.05,0.03,0.083,0.009,100.00%,80.80%,87.6,140,45.00%
B,Tilcon,Wallingford,148,Spring Brook,,583,2951-4013-1429,N,Wallingford DSN 005B,10/19/12,10/15/12,,N,0.5,5,6.42,0.5,0.5,0.08,0.46,1.19,0.011,0.013,0.001,,,50.18,,
B,Tilcon,Wallingford,148,Spring Brook,,583,2951-4013-1429,N,Wallingford DSN 005,10/19/12,,,N,2.4,5,6.39,7.5,0.5,0.08,0.94,1.2,0.005,0.016,0.001,,,52.5,,
B,Tilcon,Plainville,110,Quinnipiac River,,579,1429-2951,Y,Plainville South DSN 001,6/3/13,5/28/13,,N,0.5,5,7.55,28.9,123,0.35,1.91,0.46,0.015,0.076,0.004,100.00%,100.00%,27.79,77,100.00%
B,Tilcon,Plainville,110,Quinnipiac River,,579,1429-2951,N,Plainville South DSN 003,6/3/13,5/28/13,,N,2.4,5,7.2,41.4,129,0.42,2.93,0.45,0.017,0.092,0.006,100.00%,100.00%,32.12,88,100.00%
B,Tilcon,Plainville,110,Quinnipiac River,,579,1429-2951,Y,Plainville South DSN 004,6/3/13,5/28/13,,N,2.4,5,7.39,32.1,103,0.35,2.16,1.89,0.015,0.074,0.005,100.00%,100.00%,27.05,60,100.00%
B,Tilcon,Plainville,110,Quinnipiac River,,579,1429-2951,N,Plainville South DSN 009,6/3/13,5/28/13,,N,0.5,5,7.45,0.5,399,0.69,0.35,0.8,0.021,0.038,0.007,100.00%,100.00%,58.34,99,100.00%
B,Tilcon,North Branford,99,Burr Brook,,577,1429-2951-4011,,North Branford DSN 001,4/12/13,3/31/13,,N,0.5,6,6.62,18.7,22,0.21,0.23,0.05,0.0025,0.013,0.001,,,21.7,,
B,Tilcon,North Branford,99,Burr Brook,,577,1429-2951-4011,Y,North Branford DSN 011,4/12/13,3/31/13,,N,0.5,6,6.16,55.8,154,0.22,1.07,0.05,0.011,0.064,0.002,,,14.1,,
B,Tilcon,Wilsonville,141,French River,,582,2951,N,Wilsonville Dsn 002,6/3/13,5/28/13,,N,0.5,6,6.43,0.5,0.5,0.13,0.05,0.14,0.0025,0.015,0.001,,,31.76,,
B,Tilcon,Wilsonville,141,French river,,582,2951,N,Wilsonville DSN 003,6/3/13,5/28/13,,N,0.5,6,6.4,0.5,0.5,0.14,0.5,0.27,0.005,0.021,0.001,,,32.32,,
B,Stafford Sand and Gravel,Stafford Sand and Gravel,134,,3101-00-3-R2,2049,1429,N,DSN-001,3/12/13,3/8/13,,N,0.7,6.5,6.54,5,2.5,0.03,0.32,0.19,0.0025,0.028,0.001,100.00%,100.00%,16,119,95.00%
B,Tilcon,Plainville,110,Quinnipiac River,,579,1429-2951,N,Plainville South DSN 002,6/3/13,5/28/13,,N,2.4,5,6.24,41.4,0.5,0.48,3.03,0.5,0.02,0.097,0.006,100.00%,100.00%,35.58,437,100.00%
B,"Specialty Minerals, Inc. ",Main Plant (Daisy Hill Road),100,Blackberry River,,550,1422,Y,Outfall 1A,6/6/13,6/2/13,,N,0.7,5.5,8.16,17,15,0.04,0.99,1.82,0.0025,0.007,0.001,,,,,
B,"Specialty Minerals, Inc. ",Main Plant (Daisy Hill Road),100,Blackberry River,,550,1422,Y,Outfall 2,6/6/13,6/2/13,,N,0.7,5.5,7.41,5,2.5,0.02,0.32,0.78,0.0025,0.001,0.001,,,,,
B,"Specialty Minerals, Inc. ",Main Plant (Daisy Hill Road),100,Blackberry River,,550,1422,Y,Outfall 3,6/6/13,6/2/13,,N,0.7,5.5,7.41,5,2.5,0.03,0.95,0.03,0.0025,0.001,0.001,,,,,
B,"Specialty Minerals, Inc. ",Main Plant (Daisy Hill Road),100,Blackberry River,,2306,1422,Y,Outfall 7,6/6/13,6/2/13,,N,4,5.5,8.22,5,430,0.55,9.68,1.34,0.019,0.108,0.004,,,,,
B,"Specialty Minerals, Inc. ",Main Plant (Daisy Hill Road),100,Blackberry River,,2305,1422,Y,Outfall 8,6/6/13,6/2/13,,N,0.7,5.5,8.06,5,8.5,0.03,0.42,0.03,0.0025,0.001,0.001,,,,,
B,"Specialty Minerals, Inc. ",Main Plant (Daisy Hill Road),100,Blackberry River,,2305,1422,Y,Outfall 9,6/6/13,6/2/13,,,0.7,5.5,8.11,5,2.5,0.04,0.58,0.14,0.0025,0.002,0.001,,,,,
B,"O&G Industries, Inc.",Beacon Falls Fabrication,6,Naugatuck River,,1679,3281,Y,DSN001,5/8/13,4/20/13,,N,1,5.7,6.9,39,182,0.08,0.58,0.25,0.01,0.07,0.021,100.00%,100.00%,88,180,100.00%
B,"O&G Industries, Inc.",Bridgeport Stone Yard,15,Long Island Sound,,1560,3281,N,DSN-001,5/15/12,5/10/12,,N,2.5,6.8,7.56,120,390,0.05,0.5,0.85,0.049,0.2,0.039,,,,,
B,"O&G Industries, Inc ",Prospect Quarry,115,Naugatuck Basin,,1081,1429,N,DSN001,8/22/13,8/9/13,,N,0.85,5,5.46,26,22,0.1,0.91,0.46,0.05,0.026,0.001,,,,,
B,Hurbert E. Butler Constructions Co. LLC,CTL No.9393,42,Pine Brook Watershed,,1761,1442-5032,Y,Outfall 1,6/28/13,6/13/13,,N,1,3.33,3.33,5,2,0.025,0.4,0.28,0.079,0.43,0.015,6.25%,6.25%,228,889,0.00%
B,Hurbert E. Butler Constructions Co. LLC,Main Facility,113,Connecticut River,4000-39,1771,1442-5032,,Outfall 1,6/28/13,6/13/13,,N,1,,7.8,5,4,0.12,0.4,0.1,0.005,0.015,0.015,100.00%,100.00%,34,152,100.00%
B,Hurbert E. Butler Constructions Co. LLC,Main Facility,113,Connecticut River,4000-39,1771,1442-5032,,Outfall 3,6/28/13,6/13/13,,N,1,,7.7,5,43,0.17,0.46,0.62,0.012,0.015,0.015,100.00%,100.00%,190,530,55.00%
B,Tilcon,Plainville,110,Quinnipac River Storm Drain,,579,1429-2951,Y,Plainville South DSN 001,7/23/13,7/13/13,10,N,4.4,7.6,8.15,108,1210,1.59,1.82,0.6,0.117,0.146,0.01,,,,,
B,Tilcon,Plainville,110,Quinnipac River Storm Drain,,579,1429-2951,,Plainville South DSN 002,7/23/13,7/13/13,10,N,9.2,9,8.6,447,2930,4.58,2.8,0.61,0.131,0.232,0.005,,,,,
B,Tilcon,Plainville,110,Quinnipac River Storm Drain,,579,1429-2951,,Plainville South DSN 003,7/23/13,7/13/13,10,N,12.4,9,8.62,303,4620,4.67,1.8,0.82,0.167,0.29,0.009,,,,,
