Sector,name,site_name,town,rwater,Basin,GSI,SIC,Impaired,samp_location,samp_date,prev_storm,days_last_storm,ice,o_n_g,rain_ph,samp_ph,cod,tss,tp,tkn,no3,tot_copper,tot_zinc,tot_lead,24_hr_lc50,48_hr_lc50,hardness,conduct,per_sur
H,Riverside Yacht Club,Riverside Yacht Club,057,Cos Cob Harbor,CT-W2 022,001891,7997,N,Outfall #2,05/15/12,05/10/12,5,N,0.5,5.38,7.04,63,18,0.26,2.46,1.07,0.025,0.05,0.025,100.00%,100.00%,9,706,100.00%
H,"Captain's Cove Marina of Bridgeport, Inc.",Captain's Cove Seaport,015,Long Island Sound/ Black Rock Harbor,,001734,4493,N,Lift Well,06/25/12,06/13/12,12,N,2.5,6.74,5.7,3.57,23,0.05,1.53,0.62,0.047,0.04,0.006,31.90%,17.40%,1.81,15,0.00%
H,"Captain's Cove Marina of Bridgeport, Inc.",Captain's Cove Seaport,015,Long Island Sound/ Black Rock Harbor,,001734,4493,N,#2 Boardwalk,06/25/12,06/13/12,12,N,2.5,6.74,5.67,1,18,0.01,1.14,0.59,0.055,0.04,0.009,39.20%,18.60%,2.09,12,0.00%
H,"Captain's Cove Marina of Bridgeport, Inc.",Captain's Cove Seaport,015,Long Island Sound/ Black Rock Harbor,,001734,4493,N,Restaurant,06/25/12,06/13/12,12,N,2.5,6.74,5.6,11.5,34,0.08,1.63,0.59,0.041,0.04,0.005,39.20%,20.90%,2.11,14,
H,Milford Boat Works,Milford Boat Works,084,not listed,,001097,,N,MBW Stormdrain,03/28/12,,,N,0.5,5.14,8.53,31,633,0.23,2.66,1.65,0.63,0.52,0.06,100.00%,100.00%,110,243,60.00%
H,Milford Harbor Marina,Milford Harbor Marina,084,not listed,,001048,not listed,N,MHM Stormdrain,03/28/12,,,N,0.5,5.14,6.6,41,505,0.68,1.75,1.11,0.67,0.33,0.25,100.00%,82.00%,70,46,30.00%
H,"Pier 76, Inc.","Pier 76, Inc.",154,,,000496,4493,N,Launch Ramp,08/01/12,07/29/12,3,N,6.4,5,7.2,86,1033,0.3,0.25,0.2,0.041,0.11,0.015,100.00%,100.00%,24,78,90.00%
H,"Dept. of Parks and Recreation, Town of Greenwich",Cos Cob Marina,057,Mianus River/Long Island Sound,,001575,4493,N,Outfall Location One,04/22/12,,>72 hours,N,2.5,6.21,6.35,30,50,0.05,0.5,0.05,0.02,0.01,0.0065,100.00%,100.00%,14,47,100.00%
H,"Dept. of Parks and Recreation, Town of Greenwich",Cos Cob Marina,057,Mianus River/Long Island Sound,,001575,4493,N,Outfall Location Two,04/22/12,,>72 hours,N,2.5,6.21,6.31,7,10,0.05,0.5,0.05,0.02,0.01,0.0065,100.00%,100.00%,15,33,100.00%
H,"Dept. of Parks and Recreation, Town of Greenwich",Byram Marina,057,Long Island Sound,,001574,4493,N,Outfall Location One,04/22/12,,>72 hours,N,2.5,6.21,7.18,10,18,0.05,0.5,0.05,0.02,0.01,0.0065,100.00%,100.00%,12,40,100.00%
H,"Dept. of Parks and Recreation, Town of Greenwich",Byram Marina,057,Long Island Sound,,001574,4493,N,Outfall Location Two,04/22/12,,>72 hours,N,2.5,6.21,7.3,47,51,0.05,0.5,0.05,0.071,0.079,0.02,100.00%,100.00%,23,38,100.00%
H,"Dept. of Parks and Recreation, Town of Greenwich",Byram Marina,057,Long Island Sound,,001574,4493,N,Outfall Location Three ,04/22/12,,>72 hours,N,2.5,6.21,7.29,120,190,0.22,0.5,0.05,0.064,0.1,0.025,100.00%,100.00%,36,29,100.00%
H,"Dept. of Parks and Recreation, Town of Greenwich",Grass Island Marina,057,Long Island Sound,,002430,4493,N,Outfall Location One,04/22/12,,>72 hours,N,2.5,6.21,6.9,10,2.5,0.05,0.5,0.05,0.064,0.036,0.0065,46.70%,26.50%,7.1,50,0.00%
H,"Dept. of Parks and Recreation, Town of Greenwich",Greenwich Point,057,Long Island Sound,,001577,4493,N,Outfall Location One,04/22/12,,>72 hours,N,2.5,6.21,7.49,12,8,0.05,0.5,0.05,0.15,0.067,0.0065,14.90%,11.90%,25,86,0.00%
H,The Belle Haven Club,The Belle Haven Club,057,Byram Harbor (CT-W2-024),,002452,7997,Y,Catch Basin J,05/15/12,,,N,0.5,5.75,6.84,62,38,0.12,0.82,0.36,0.025,0.1,0.025,100.00%,100.00%,4.6,80,70.00%
H,"Portland Boat Works, Inc. ",CTL No. 7437,113,CT River CT 4000-00 02,,000270,4493,Y,Outfall #001,05/22/12,,>72 hours,N,5.6,6.8,6.8,5,6,0.025,0.36,0.16,0.051,0.015,0.015,,,,,
H,"Hull Harbor, Inc. DBA Harbor One Marina",CTL No. 7438,106,CT-E1 024-SB (LIS EB Inner - CT River),,002312,4493,Y,Outfall #001,05/22/12,,>72 hours,N,6.4,6.8,6.6,5,2,0.025,0.3,0.17,0.005,0.015,0.015,,,,,
H,Connors and O'Brien Marina,Connors and O'Brien Marina,137,Pawcatuck River,,002418,4493,Y,Outfall 1 (C&O OF-1),04/22/12,04/12/12,10,N,0.7,6.58,7.49,10,64,0.31,0.58,0.08,0.854,0.105,0.013,6.25%,6.25%,10,31,0.00%
H,Gwenmor Marina,Gwenmor Marina,137,Mystic Harbor,,002313,4493,N,Outfall 1 (GM OF-1),04/22/12,04/12/12,10,N,0.7,6.58,7.37,60,63,0.24,1.37,2.89,1.74,0.618,0.019,6.25%,6.25%,18,187,0.00%
H,"Dodson Boatyard, LLC",Dodson Boatyard,137,Stonington Harbor,,001651,4493,N,Outfall 2 (DBY OF-2),04/22/12,04/12/12,10,N,0.7,5.5,6.68,11,14,0.2,1.08,0.45,0.405,0.153,0.015,6.25%,6.25%,22,186,0.00%
H,Mystic River Marina,Mystic River Marina,137,Mystic Harbor,,000348,4493,Y,Outfall 1 (MRM-1),04/22/12,04/12/12,10,N,3.4,5.5,6.58,46,140,0.32,1.86,1.19,2.62,0.714,0.385,6.25%,6.25%,64,451,0.00%
H,Indian Harbor Yacht Club,Indian Harbor Yacht Club,057,Greenwich Harbor (CT-W1 021-SB),,002367,7997,Y,Outfall #1,05/15/12,,,N,0.5,4.95,7.15,45,3,0.37,1.15,0.32,0.05,0.27,0.025,100.00%,100.00%,13,701,80.00%
H,Indian Harbor Yacht Club,Indian Harbor Yacht Club,057,Greenwich Harbor (CT-W1 021-SB),,002367,7997,Y,Outfall #2,05/15/12,,,N,0.5,5.38,6.93,115,35,0.39,3.69,2,0.51,0.52,0.025,15.90%,8.50%,5,158,0.00%
H,Gary H. Reynolds,Reynolds' Garage & Marine,075,8 Mile River/Hamburg Cove ,,001720,5551,N,Outfall #001,05/15/12,05/10/12,5,N,2.5,4.38,6.3,66.7,22,0.19,1.9,0.71,0.291,0.1,0.005,6.25%,6.25%,25.2,102,0.00%
H,Ernest Drenckhahn,Drenckhahn Boat Basin,057,Mianus River,,002441,4493,Y,Lift Well,11/27/12,11/07/12,20,N,2.5,4.56,6.37,16,7,0.05,0.5,0.44,,0.044,0.0065,41.20%,30.80%,4.9,42,0.00%
H,Port Niantic,Port Niantic,045,Niantic River,,000856,4493,Y,1,09/28/12,09/25/12,3,N,4.9,4.61,7.67,172,66,0.48,4.28,0.03,1.87,0.78,0.025,72.00%,70.70%,282,2760,0.00%
H,H.W. Maxwell,,059,Mystic River,,002231,4493,N,Southeast corner of property,09/28/12,09/25/12,3,N,2,6.6,7.9,56,55,0.39,2.57,1.16,0.787,0.255,0.067,7.53%,6.25%,54,712,0.00%
H,Birbarie Marine Sales,Branford Marine Railway,014,Branford River,,001047,,N,Catch Basin,09/18/12,09/08/12,10,N,2.5,5.22,5,48.3,131,0.42,2.38,0.93,0.717,0.19,0.015,6.25%,6.25%,11.4,87,0.00%
H,Mystic River Marina,Mystic River Marina,137,Mystic Harbor,,000348,4493,Y,Outfall 1 (MRM-1),09/18/12,09/05/12,13,N,8.7,6.78,7.16,180,120,3.97,3.5,0.1,2.96,0.805,0.093,,,,,
H,"Noank Shipyard, Inc",Noank Shipyard,059,Mystic River,,000986,,N,Outfall 006,06/25/12,06/13/12,12,N,2.5,5.89,6.89,48.9,20,0.13,1.92,0.71,0.19,0.14,0.023,10.20%,8.41%,9.55,157,0.00%
H,Brewer Ferry Point Marina,Outfall #4,106,CT River,,000271,,N,Outfall #4,11/27/12,11/14/12,13,N,0.8,6.06,7.11,26,86,0.07,0.74,1.39,0.592,0.241,0.009,,,,,
H,Brewer Ferry Point Marina,Outfall #1,106,CT River,,000271,,N,Outfall #1,11/27/12,11/14/12,13,N,0.75,6.06,7.13,25,100,0.08,0.89,1.34,0.628,0.258,0.009,,,,,
H,River Properties Inc.,Brewer Dauntless Shipyard,050,"North Cove, CT River",,002100,4493,N,Outfall #1,09/18/12,,,N,0.8,5.84,6.45,6,2,0.02,0.3,0.14,0.203,0.081,0.021,,,,,
H,Brewer Dauntless Shipyard,Brewer Dauntless Marina,050,Outfall 001,,002435,4493,Y,Marina,09/18/12,,,N,0.75,5.84,5.97,8,4,0.16,1.03,0.14,0.0025,0.013,0.001,,,,,
H,"Mystic River Properties, Inc.",DBA Brewer Yacht Yard Mystic,137,Mystic River,,000909,,N,"""C"" Dock",09/04/12,08/18/12,17,N,0.75,5.69,6.33,5,156,0.06,1.33,3.02,0.923,0.252,0.015,6.25%,6.25%,40,165,0.00%
H,"Mystic River Properties, Inc.",DBA Brewer Yacht Yard Mystic,137,Mystic River,,000909,,N,"""C"" Dock",10/10/12,09/19/12,21,N,0.8,5.8,7.4,5,260,0.13,0.74,1.36,1.78,0.416,0.078,6.25%,6.25%,18,92,0.00%
H,Westbrook Marine Center,Westbrook Marine Center,154,Patchogue River,,002470,1527,N,1,10/02/12,09/28/12,4,N,2.5,6.51,7.15,344,484,6.23,3.53,2.39,2.25,0.51,0.014,70.70%,6.25%,119,766,0.00%
H,"Hull Harbor, Inc. DBA Harbor One Marina",CTL No. 15658,106,CT River - Long Island Sound EB Inner,CT-ET 024-SB,002312,4493,Y,Outfall #001,10/19/12,,,N,1,6.2,6.3,5,0.5,0.025,0.21,0.11,0.005,0.015,0.015,100.00%,100.00%,3,33,80.00%
H,"Portland Boat Works, Inc. ",,113,CT River,CT4000-00 02,000270,4493,Y,Outfall #001,10/02/12,,,N,4,6.9,7,20,11,0.08,0.57,0.36,0.102,0.065,0.015,11.30%,8.63%,5,30,0.00%
H,"The Strand/BRC Group, LLC","Harbor Point Marina, South",135,Stamford Harbor,,002522,4493,Y,Outfall 001,10/15/12,10/10/12,5,N,2.5,7.19,7.68,35,18,0.05,0.5,0.38,0.2,0.11,0.043,79.30%,70.10%,93,616,40.00%
H,"The Strand/BRC Group, LLC","Harbor Point Marina, South",135,Stamford Harbor,,002522,4493,Y,Outfall 004,10/15/12,10/10/12,5,N,2.5,7.19,7.7,61,59,0.11,1.2,0.56,0.65,0.2,0.1,6.25%,6.25%,49,173,0.00%
H,Gales Ferry Marina,Gales Ferry Marina,072,Outfall 3,,000713,4493,,Outfall 3,09/04/12,08/24/12,11,N,0.75,5.57,5.97,15,84,0.14,1.03,0.29,0.322,0.077,0.017,,,,,
H,Boats Inc.,Boats Inc.,045,Niantic River,,002443,5551,Y,CB1,09/27/12,,,N,2.5,7.74,7.99,125,18,1.37,9.49,3.99,0.09,0.4,0.0005,,,,,
H,"Dept. of Parks and Recreation, Town of Greenwich",Cos Cob Marina,057,Mianus River/Long Island Sound,,001575,4493,N,Outfall Location One,07/26/12,,,N,2.5,6.48,6.62,61,6,0.29,1.5,0.81,0.054,0.049,0.0065,,,,,
H,"Dept. of Parks and Recreation, Town of Greenwich",Cos Cob Marina,057,Mianus River/Long Island Sound,,001575,4493,N,Outfall Location Two,07/26/12,,,N,2.5,6.48,6.7,65,18,0.05,1.1,0.9,0.02,0.073,0.0065,,,,,
H,"Dept. of Parks and Recreation, Town of Greenwich",Grass Island Marina,057,LIS,,002430,4493,N,Outfall Location One,07/26/12,,,N,2.5,6.48,6.43,53,14,0.05,1.2,0.52,0.28,0.076,0.014,,,,,
H,"Dept. of Parks and Recreation, Town of Greenwich",Grass Island Marina,057,LIS,,002430,4493,N,Outfall Location Two,07/26/12,,,N,2.5,6.48,6.33,51,6,0.05,1.2,0.63,0.02,0.01,0.0065,,,,,
H,"Dept. of Parks and Recreation, Town of Greenwich",Byram Marina,057,LIS,,001574,4493,N,Outfall Location One,09/04/12,,,N,2.5,5.76,7.54,90,33,0.05,1.1,0.42,0.02,0.054,0.0065,,,,,
H,"Dept. of Parks and Recreation, Town of Greenwich",Byram Marina,057,LIS,,001574,4493,N,Outfall Location Two,09/04/12,,,N,2.5,5.76,7.06,140,60,0.05,2.2,0.45,0.02,0.073,0.021,,,,,
H,"Dept. of Parks and Recreation, Town of Greenwich",Greenwich Point,057,LIS,,001577,4493,N,Outfall Location One,07/26/12,,,N,2.5,6.78,6.87,35,10,0.05,0.83,0.69,0.26,0.071,0.0065,,,,,
H,West Cove Marina,West Cove Marina,156,,,001013,4493,Y,In Middle of Yard,08/27/12,,,N,0.5,6.32,5.72,115,6,0.16,3.15,2.67,0.025,0.05,0.025,100.00%,100.00%,56,98,100.00%
H,Brewer Pilots Point,South Yard,154,Patchogue River,,000907,4493,,"Outfall 026, South Yard",09/04/12,,,N,2.5,5.95,7.2,93.3,132,0.98,0.25,1.33,1.9,0.77,0.084,6.25%,6.25%,79.2,489,0.00%
H,Brewer Pilots Point,South Yard,154,Patchogue River,,000907,4493,,"Outfall 024, South Yard",09/04/12,08/18/12,17,N,2.5,5.95,8.2,110,296,1.28,1.12,2.83,0.15,0.09,0.015,100.00%,100.00%,53,730,100.00%
