Sector,name,site_name,town,rwater,Basin,GSI,SIC,Impaired,samp_location,samp_date,prev_storm,days_last_storm,ice,o_n_g,rain_ph,samp_ph,cod,tss,tp,tkn,no3,tot_copper,tot_zinc,tot_lead,24_hr_lc50,48_hr_lc50,hardness,conduct,per_sur
H,"Dodson Boatyard, LLC",Dodson Boatyard,137,Stonington Harbor,,001651,4493,N,Outfall 2 (DBY OF-2),08/22/13,08/13/13,9,N,0.7,6.4,6.88,15,40,0.54,1.39,3.1,0.762,0.195,0.023,,,,,
H,Captian Cove's Marina of BPT. Inc,Captian's Cove Seaport,015,Black Rock Harbor/ Long Island Sound,,001734,4493,,#2 Boardwalk,09/12/13,08/27/13,16,N,2.5,6.43,6.2,73,15,0.33,4.81,1.6,0.34,0.5,0.027,6.25%,6.25%,29.2,282,0.00%
H,Captian Cove's Marina of BPT. Inc,Captian's Cove Seaport,015,Black Rock Harbor/ Long Island Sound,,001734,4993,N,Lift Well,09/12/13,08/27/13,16,N,2.5,6.43,6.1,11,17,0.33,4.6,1.54,0.035,0.51,0.033,6.25%,6.25%,29.1,285,0.00%
H,"Dept of Parks & Recreation, town of Greenwich",Grass Island Marina,057,Long Island Sound,,002430,4952,N,Outfall Location One,05/23/13,,,N,12,5.63,7.4,170,130,0.29,1.90,0.56,0.48,0.029,0.089,95.50%,77.50%,44,362,40.00%
H,"Dept of Parks & Recreation, town of Greenwich",Grass Island Marina,057,Long Island Sound,,002430,4952,N,Outfall Location Two,05/23/13,,,N,16,5.63,6.68,76,28,0.3,1.70,5.2,0.02,0.01,0.0065,100.00%,100.00%,8.1,69,80.00%
H,"Dept of Parks & Recreation, town of Greenwich",Grass Island Marina,057,Long Island Sound,,002430,4952,N,Outfall Location One,08/13/13,,,N,2.5,6,6.96,23,13,0.05,0.5,0.28,0.02,0.01,0.0065,,,,,
H,"Dept of Parks & Recreation, town of Greenwich",Grass Island Marina,057,Long Island Sound,,002430,4952,N,Outfall Location Two,08/13/13,,,N,2.5,6,6.88,23,6,0.05,0.5,0.33,0.02,0.01,0.0065,,,,,
H,"Hull Harbor, Inc. DBA Harbor One Marina",CTL No. 15658,106,CT River - Long Island Sound EB Inner,CT-ET 024-SB,002312,4493,Y,Outfall #001,11/01/13,,,N,,,,,,,,,0.064,,,,,,,
H,"Portland Boat Works, Inc. ",,113,CT River,4000-00-02,000270,4493,Y,Outfall 001,11/01/13,,,N,2,,,,8,,,,0.257,,,,,,,
H,"Dept of Parks & Recreation, town of Greenwich",Grass Island Marina,057,Long Island Sound,,002430,4952,N,Outfall Location One,05/23/13,,,N,12,5.63,7.4,170,130,0.29,1.90,0.56,0.48,0.029,0.089,95.50%,77.50%,44,362,40.00%
H,"Dept of Parks & Recreation, town of Greenwich",Grass Island Marina,057,Long Island Sound,,002430,4952,N,Outfall Location Two,05/23/13,,,N,16,5.63,6.68,76,28,0.3,1.70,5.2,0.02,0.01,0.0065,100.00%,100.00%,8.1,69,80.00%
H,"Dept of Parks & Recreation, town of Greenwich",Grass Island Marina,057,Long Island Sound,,002430,4952,N,Outfall Location One,08/13/13,,,N,2.5,6,6.96,23,13,0.05,0.5,0.28,0.02,0.01,0.0065,,,,,
H,"Dept of Parks & Recreation, town of Greenwich",Grass Island Marina,057,Long Island Sound,,002430,4952,N,Outfall Location Two,08/13/13,,,N,2.5,6,6.88,23,6,0.05,0.5,0.33,0.02,0.01,0.0065,,,,,
H,"Portland Boat Works, Inc. ",,113,CT River,4000-00-02,000270,4493,Y,Outfall 001,11/01/13,,,N,2,,,,8,,,,0.257,,,,,,,
H,"Dept. of Parks and Recreation, Town of Greenwich",Byram Marina,057,LIS,,001574,4493,N,Outfall Location One,05/23/13,,,N,2.5,5.63,7.42,63,31,0.05,1.1,0.32,0.02,0.053,0.0065,100.00%,100.00%,10,51,100.00%
H,"Dept. of Parks and Recreation, Town of Greenwich",Byram Marina,057,LIS,,001574,4493,N,Outfall Location Two,05/23/13,,,N,2.5,5.63,8.57,78,39,0.12,1.5,0.29,0.02,0.052,0.023,100.00%,100.00%,19,84,100.00%
H,"Dept. of Parks and Recreation, Town of Greenwich",Byram Marina,057,LIS,,001574,4493,N,Outfall Location Three ,05/23/13,,,N,2.5,5.63,6.79,130,45,0.44,1.3,0.23,0.02,0.029,0.0065,100.00%,100.00%,20,94,100.00%
H,"Dept. of Parks and Recreation, Town of Greenwich",Byram Marina,057,LIS,,001574,4493,N,Outfall Location Two,08/13/13,,,N,2.5,6,7.35,20,19,0.05,0.5,0.27,0.02,0.01,0.0065,,,,,
H,"Dept. of Parks and Recreation, Town of Greenwich",Byram Marina,057,LIS,,001574,4493,N,Outfall Location Three (sample O-2),08/13/13,,,N,2.5,6,7.89,290,580,0.58,1.4,0.87,0.02,0.33,0.12,,,,,
H,"Dept. of Parks and Recreation, Town of Greenwich",Cos Cob Marina,057,Mianus River/Long Island Sound,,001575,4493,N,Outfall Location One,05/23/13,,,N,2.5,5.63,7.07,31,6,0.13,1.1,0.34,0.02,0.01,0.0065,100.00%,100.00%,3.5,105,100.00%
H,"Dept. of Parks and Recreation, Town of Greenwich",Cos Cob Marina,057,Mianus River/Long Island Sound,,001575,4493,N,Outfall Location Two,05/23/13,,,N,13,5.63,7.04,48,12,0.2,1.6,0.35,0.051,0.04,0.0065,100.00%,100.00%,21,105,100.00%
H,"Dept. of Parks and Recreation, Town of Greenwich",Cos Cob Marina,057,Mianus River/Long Island Sound,,001575,4493,N,Outfall Location One,09/12/13,,,N,6.8,6.8,6.81,57,85,0.22,1,0.24,0.095,0.23,0.03,,,,,
H,"Dept. of Parks and Recreation, Town of Greenwich",Cos Cob Marina,057,Mianus River/Long Island Sound,,001575,4493,N,Outfall Location Two,09/12/13,,,N,2.5,6.8,6.73,78,160,0.48,1.6,0.91,0.13,0.25,0.029,,,,,
H,"Dept. of Parks and Recreation, Town of Greenwich",Greenwich Point,057,Long Island Sound,,001577,4493,N,Outfall Location One,05/23/13,,,N,2.5,5.63,7.33,440,350,0.93,3.9,3,5.7,0.97,0.31,6.25%,6.25%,180,336,0.00%
H,"Dept. of Parks and Recreation, Town of Greenwich",Greenwich Point,057,LIS,,001577,4493,N,Outfall Location One,08/13/13,,,N,2.5,6,7.39,29,20,0.11,0.5,0.59,0.18,0.05,0.0065,,,,,
H,Harry's Marine Repair ,Harry's Marine,154,,,000462,4492,N,,09/23/13,,,N,0.7,5.69,7.11,11,20,0.12,1.81,2.48,0.04,0.075,0.003,,,,,
H,Marine Holdings of Stratford,Brewer Stratford Marina,138,Housatonic River,,001191,,Y,outfall,03/28/12,03/24/12,4,N,3.26,6.93,6.97,88,28,0.025,1,0.754,0.513,0.327,0.0206,6.25%,6.25%,,,
H,Marine Holdings of Stratford,Brewer Stratford Marina,138,Housatonic River,,001191,,Y,outfall,11/08/12,10/30/12,9,N,1.47,,7.27,190,13,0.025,1.29,0.603,0.117,0.442,0.0015,,,,,
H,Noank Village Boatyard,Noank Village Boatyard,059,,,001164,,,Outfall #001,12/06/11,,,N,2.5,4.27,6.59,232,123,0.67,0.25,0.13,0.73,0.2,0.025,,,,,
H,Noank Village Boatyard,Noank Village Boatyard,059,,,001164,,,Outfall #001,04/12/13,04/10/13,2,N,2.5,5.99,6.7,32,54,0.05,1.17,1.25,0.115,0.2,0.001,6.25%,6.25%,18.2,125,0.00%
H,"Mystic River Properties, Inc.",DBA Brewer Yacht Yard Mystic,137,Mystic River,,000909,,N,"""C"" Dock",11/07/13,09/03/13,65,N,0.5,5.61,6.75,12,80,0.23,4.87,3.58,0.75,0.18,0.012,6.25%,6.25%,72,281,0.00%
H,Chester Point Marina,,026,CT River,,002274,4493,N,Outfall 001,07/18/12,,,N,2.5,5.54,7.83,10.5,9,0.17,0.25,0.55,0.03,0.02,0.0005,100.00%,100.00%,35.2,161,100.00%
H,Chester Point Marina,,026,CT River,,002274,4493,N,Outfall 001,09/12/13,09/07/13,5,N,2.5,6.76,7.37,66,71,0.5,1.91,4.64,0.25,0.07,0.007,,,,,
H,"Sea Bound Marine, Inc",Essex Island Realty,050,Connecticut River,,000189,4493,N,Essex Island Bulk Head Sheet Flow,11/27/13,11/18/13,9,N,,,,,,,,,,,,,,,,
H,Gwenmor Marina,Gwenmor Marina,137,Mystic Harbor,,002313,4493,N,Outfall 1 (GM OF-1),03/19/14,03/12/14,7,N,72,5,6.7,9000,460,0.48,194,1.6,27.2,58.9,0.039,,,,,
H,Spencer's Marina,Spencer's Marina,084,Milford Harbor,,001051,4493,Y,Outfall 1 (SM-OF-1),03/12/14,02/21/14,19,N,0.8,,7.3,25,63,0.21,0.82,0.53,0.836,0.155,0.018,,,,,
H,Connors and O'Brien Marina,Connors and O'Brien Marina,137,Pawcatuck River,,002418,4493,Y,Outfall 1 (CO OF -1) ,03/20/14,03/12/14,8,N,4.9,5,6.97,25,87,0.56,1.9,0.28,5,0.647,0.48,,,,,
H,Mystic River Marina,Mystic River Marina,137,Mystic Harbor,,000348,4493,Y,Outfall 1 (MRM-1),03/19/14,03/12/14,7,N,6.7,5,6.61,70,240,0.53,2.4,0.84,3.2,1.09,0.076,,,,,
H,Norwest Marine Inc.,Norwest Marine Inc.,137,Pawcatuck River,,001078,,,,03/31/14,,,N,1.2,,5.24,7.5,39,0.06,0.54,0.05,0.099,0.054,0.001,,,,,
H,Mystic Shipyard,Mystic Shipyard,137,Mystic River,,001557,,N,100 Essex St,04/15/14,,,N,2.5,6.42,6.46,132,76,0.22,1.76,1.02,1.12,1.31,0.065,,,,,
H,Mystic Shipyard ,Mystic Shipyard East,137,Mystic River,,002380,,N,100 Essex St East Yard,04/15/14,,,N,2.5,7.26,7.24,17,5,0.04,0.89,0.59,0.092,0.16,0.001,,,,,
H,Old Lyme Marina,Old Lyme Marina,105,CT River,CT-E1029-SB,002394,4493,N,OLM-1,04/15/14,04/09/14,6,N,2,4.81,6.92,31,220.5,0.21,1.41,0.38,1.45,0.36,0.3,,,,,
H,BLP Marine,Fort Rachel Marina,137,Mystic River,,000663,,N,Outfall #2,04/15/14,,,N,2.5,6.82,7.28,24,22,0.07,0.77,0.63,0.26,0.1,0.017,,,,,
H,"BLP Marine, LLC",Chester Point Marina,026,CT River,,002274,4493,N,Outfall 001,09/18/12,09/08/12,10,N,2.5,6.92,6.87,150,333,1.31,1.55,0.69,0.069,0.08,0.012,,,,,
H,"BLP Marine, LLC",Chester Point Marina,026,CT River,,002274,4493,N,Outfall 002,03/12/13,03/06/13,6,N,5.2,7.37,7.2,35.7,78,0.02,0.78,0.86,0.155,0.1,0.012,100.00%,22.50%,32.4,131,0.00%
H,Between the Bridges Marina,Between the Bridges Marina,106,CT River,4000,001382,4493,N,Outfall 001,11/01/13,10/18/13,14,N,1,6.8,8.1,96,545,0.9,2.47,6.85,3.49,0.549,0.123,,,,,
H,Between the Bridges Marina,Between the Bridges Marina,106,CT River,4000,001382,4493,N,Outfall 002,11/01/13,10/18/13,14,N,14.8,6.8,7.2,190,313,4.84,8.26,0.19,19.8,9.7,0.205,,,,,
H,Between the Bridges Marina,Between the Bridges Marina,106,CT River,4000,001382,4493,N,Outfall 003,11/01/13,10/18/13,14,N,2.8,6.8,6.9,72,72,0.31,1.35,0.33,0.763,0.464,0.015,,,,,
H,Crockers Boatyard,Crockers Boatyard,095,Shaw Cove (off Thames River),E1014-SB,002437,4493,Y,001,10/31/13,10/05/13,26,N,2.5,5,7.71,114,21,0.53,4.22,1.86,1.06,0.34,0.061,,,,,
H,Urstadt Biddle Properties Inc,Stratford Boardwalk Marina,057,Housatonic River,,001901,4493,Y,CB-1,12/23/13,12/17/13,6,Y,,,,30,,,,,0.17,0.074,,,,,,
H,Urstadt Biddle Properties Inc,Stratford Boardwalk Marina,057,Housatonic River,,001901,4493,Y,CB-2,12/23/13,12/17/13,6,Y,,,,49,46,,,,1.3,,,,,,,
H,"GCE, LLC",Niantic Bay Marina,152,,,002184,,,A,10/07/13,09/22/13,15,N,2.5,8.25,6.2,91,65,0.3,2.22,0.9,0.019,0.07,0.057,100.00%,100.00%,5.5,95,100.00%
H,"GCE, LLC",Niantic Bay Marina,152,Niantic River,,002184,4493,Y,B,10/07/13,09/22/13,15,N,2.5,8.25,6.3,159,217,0.19,3.67,1.08,0.035,0.16,0.005,100.00%,100.00%,12.7,120,100.00%
H,"GCE, LLC",Niantic Bay Marina,152,Niantic River,,002184,4493,Y,C,10/07/13,09/22/13,15,N,2.5,8.25,6.5,66,74,0.1,2.89,0.64,0.006,0.06,0.002,100.00%,100.00%,2.72,34,100.00%
H,"GCE, LLC",Niantic Bay Marina,152,Niantic River,,002184,4493,Y,D,10/07/13,09/22/13,15,N,2.5,8.25,6.5,111,10,0.15,1.96,0.52,0.019,0.1,0.001,100.00%,100.00%,9.6,89,100.00%
H,"GCE, LLC",Niantic Bay Marina,152,Niantic River,,002184,4493,Y,E,10/07/13,09/22/13,15,N,2.5,8.25,5.9,80,62,0.15,1.85,0.85,0.008,0.04,0.003,100.00%,100.00%,1,24,100.00%
H,West Cove Marina,West Cove Marina,156,,,001013,4493,Y,In Middle of Yard,11/07/13,,,N,0.5,6.89,7.14,22,3,0.57,6.58,0.19,0.025,0.06,0.025,,,,,
H,H.W. Maxwell,,137,Mystic River,,002231,4493,N,S.E. Corner of Property,09/21/13,09/14/13,7,N,1,6.6,7.8,15,3,0.19,0.8,0.16,0.094,0.015,0.015,48.40%,15.00%,16,112,0.00%
H,Saugatuck Harbor Yacht Club,Saugatuck Harbor Yacht Club,158,Duck Pond/ Southwest Shoreline,,002502,7997,Y,Handling site,07/01/13,06/27/13,4,N,1.3,5.54,6.87,59.2,9,0.574,0.77,0.215,2.27,0.796,0.0734,6.25%,6.25%,34,130,0.00%
H,Stonington on the River,Stonington on the River,137,Pawcatuck River,,002288,,Y,Outfall #1,09/22/13,09/12/13,10,N,0.5,6.8,6.27,0.5,0.5,0.15,0.48,0.66,0.286,0.14,0.001,,,,,
H,Brewer Pilots Point,North Yard,154,Menunketesuck River,,002132,4493,,"Outfall 003, North Yard",09/03/13,08/31/13,3,N,2.5,6.98,7.43,37,15,0.26,2.41,1.62,0.41,0.13,0.023,6.25%,6.25%,17.5,157,0.00%
H,Brewer Pilots Point,East Yard,154,Patchogue River,,000907,4493,,"Outfall 027, East Yard",09/03/13,08/31/13,3,N,2.5,6.98,7.54,67,133,0.27,1.09,1.78,0.6,0.26,0.019,100.00%,50.00%,43.9,291,20.00%
H,Brewer Pilots Point Marina,South Yard,154,Patchogue River,,000907,4493,,"Outfall 007, South Yard",09/03/13,08/31/13,3,N,2.5,6.98,7.47,8,1,0.1,0.89,0.78,0.06,0.1,0.003,66.00%,50.00%,7.61,44,0.00%
H,Brewer Pilots Point Marina,South Yard,154,Patchogue River,,000907,4493,,"Outfall 005, South Yard",09/03/13,08/31/13,3,N,2.5,6.98,9.08,168,490,0.46,1.29,1.19,0.23,0.18,0.045,100.00%,100.00%,103,87,100.00%
H,Brewer Pilots Point Marina,South Yard,154,Patchogue River,,000907,4493,,"Outfall 018, South Yard",09/03/13,,,N,2.5,6.98,6.74,79,143,0.37,1.5,1.16,1.12,0.24,0.014,6.25%,6.25%,20.5,39,0.00%
H,Brewer Pilots Point Marina,South Yard,154,Patchogue River,,000907,4493,,"Outfall 011, South Yard",09/03/13,,,N,2.5,6.98,6.96,46,69,0.18,0.25,1.2,0.16,0.08,0.006,70.70%,51.80%,14.5,50,0.00%
H,Reynolds' Garage & Marine,Reynolds' Garage & Marine,075,8 Mile River/Hamburg Cove ,,001720,5551,,001,10/31/13,,,N,2.5,6.72,7.93,108,9,0.52,4.66,2.53,0.63,0.11,0.007,,,,,
H,Rex Marine Center Inc.,Rex Marine Center ,103,Norwalk Harbor/ Long Island Sound,,002465,4493,N,Outfall #3,04/10/13,03/19/13,22,N,5.9,4.99,,248,269,0.583,5.25,1.52,6.22,2.77,0.097,6.25%,6.25%,210,2030,0.00%
H,Rex Marine Center Inc.,Rex Marine Center ,103,Norwalk Harbor/ Long Island Sound,,002465,4493,N,Outfall #3,09/12/13,09/02/13,10,N,4.4,4.55,6.55,124,353,1.1,0.7,1.04,7.25,3.35,0.275,6.25%,6.25%,60,468,0.00%
H,Myriam Clarkson,Niantic Dockominium Association,045,LIS EB Inner-Niantic River (Mouth) Niantic,CT-EL-20,002453,4493,Y,Outfall 001,07/11/13,07/01/13,10,N,1,5.72,6.87,12,112,0.22,0.28,1.24,0.35,0.16,0.0095,20.40%,14.90%,8,70,0.00%
H,Essex Boat Works,Essex Boat Works,050,,,001003,4493,N,West End of Yard,11/07/13,10/31/13,7,N,2.5,5.63,5.64,9,5,0.02,1.03,0.68,0.006,0.06,0.0005,83.00%,70.70%,0.5,10,0.00%
H,Boats Inc.,Boats Inc.,050,Niantic River,,002443,5551,Y,CB1,10/31/13,,,N,2.5,6.9,6.91,83,23,0.6,10.3,1.48,0.076,0.22,0.002,,,,,
H,River Properties Inc.,Brewer Dauntless Marina,050,Outfall 001,,002435,4493,N,Marina,09/12/13,09/03/13,9,N,0.5,5.81,5.86,13,24,0.08,0.83,0.26,0.013,0.064,0.001,,,,,
H,River Properties Inc.,Brewer Dauntless Shipyard,050,"North Cove, CT River",,002100,4493,N,Outfall 1,09/12/13,09/03/13,9,N,0.5,5.81,6.18,10,20,0.32,0.7,0.87,0.1,0.089,0.0092,,,,,
H,The Shore and Country Club,The Shore and Country Club,103,Norwalk Harbor,,002570,4493,N,Outfall Location One,09/12/13,09/09/13,3,N,2.5,6.8,6.83,18,25,0.05,0.5,0.37,0.069,0.047,0.0065,,,,,
H,"J. Catalano & Sons, Inc.",J. Catalano & Sons Inc.,057,Byram River - Long Island Sound,,002247,4493,Y,Outfall 001,10/07/13,09/22/13,15,N,0.278,6.32,6.29,67,27.2,0.179,1.33,0.531,0.203,0.166,0.00682,21.80%,14.90%,12.1,73.6,0.00%
H,"Pier 76, Inc.","Pier 76, Inc.",154,Patchogue River,,000496,4493,,Ramp,01/14/14,01/11/14,3,Y,0.75,4.8,6.7,5,50,0.3,0.58,0.2,0.025,0.068,0.01,100.00%,100.00%,31,84,100.00%
H,Brewer Deep River Marina,Brewer Deep River Marina,036,CT River,,000419,,N,Parking Lot Catch Basin,11/07/13,10/31/13,7,N,0.5,5.69,6.25,19,12,0.01,0.42,0.12,0.2,0.07,0.0005,,,,,
H,Norwest Marine Inc.,Norwest Marine Inc.,103,Norwalk River,,001041,,N,Brooks/Stormwater,01/23/14,,,Y,0.95,,7.02,5,5.5,0.02,0.23,0.1,0.032,0.039,0.001,89.70%,61.60%,18,69,0.00%
H,"Branford Landing Marina, Inc.","Branford Landing Marina, Inc.",014,Branford River,,001981,4493,,Outfall #1,11/27/13,11/22/13,5,N,2,7.4,7.3,31,6,0.06,0.57,0.05,0.148,0.108,0.015,,,,,
H,Seaview Marina,Vinny's Dockside Marina,135,Westcott Cove,,002571,,N,DSN 001,12/29/13,12/23/13,6,N,1.2,6.55,6.65,47.3,120,0.5,1.18,0.52,0.006,0.033,0.003,100.00%,89.10%,16.1,276,50.00%
H,Marina on Palmer Cove LLC,Palmers Cove Marina,059,Palmer Cove,,001137,5551,Y,Ramp,03/20/14,03/13/14,7,N,6.8,5.6,7.7,89,74,0.28,0.75,1.25,0.94,0.15,0.013,6.25%,6.25%,50.9,283,0.00%
H,"BLP Marine, LLC",Chester Point Marina,026,CT River,,002274,4493,N,001,03/12/14,02/19/14,21,Y,2.5,,5.37,9,0.5,0.24,0.25,0.54,0.016,0.01,0.0005,,,,,
H,John Leonard,Cover Landing Marine,105,Eight Mile River,,002421,,N,CLM- 1,03/31/14,,,N,3,,6.8,76,73.2,0.43,2.5,0.06,2.68,0.461,0.144,,,,,
H,"CCMCR Harbor Square, LLC",Canal Street Harbor Square,135,East Branch of the Stamford Harbor,,002635,4493,Y,DSN-001,01/06/14,12/29/13,8,N,11.3,,8.5,108,192,0.83,2.36,0.17,3.73,2.37,0.18,10.80%,3.13%,35,418,0.00%
H,H.W. Maxwell,CTL No. 3445,059,Mystic River,,002231,4493,N,SE Corner of property,03/20/14,03/10/14,10,N,2.1,5.8,8.9,63,61,0.22,1.65,0.27,0.406,0.202,0.015,6.25%,6.25%,27,193,0.00%
H,Stonington on the River,Pit Loc 1,137,Pawcatuck River,,002288,,Y,Pit outfall #1,03/28/14,03/14/14,14,Y,0.5,7,6.48,22.2,102,0.7,2.2,0.14,1.543,0.587,0.011,26.80%,12.10%,1.85,16,0.00%
H,Town of Fairfield,Marina 1,051,LIS,,002240,,N,Marina 1,09/28/12,09/18/12,10,N,0.5,4.5,8.2,10,6,0.044,0.58,0.2,0.001,0.012,0.001,100.00%,100.00%,10,55,100.00%
H,Town of Fairfield,Marina 3,051,LIS,,002240,,N,Marina 3,09/28/12,09/18/12,10,N,1.3,4.5,7.5,18,18,0.055,0.62,0.31,0.0038,0.034,0.001,100.00%,100.00%,4,19,100.00%
H,Town of Fairfield,Marina 7,051,LIS,,002240,,N,Marina 7,09/28/12,09/18/12,10,N,0.5,4.5,6.9,11,3,0.047,0.64,0.34,0.0023,0.018,0.001,100.00%,100.00%,42,409,100.00%
H,Town of Fairfield,Marina 8,051,LIS,,002240,,N,Marina 8,09/28/12,09/18/12,10,N,0.5,4.5,6.8,19,21,0.068,0.84,0.4,0.0052,0.034,0.001,100.00%,100.00%,4,18,100.00%
H,"Dodson Boatyard, LLC",Dodson Boatyard,137,Stonington Harbor,,001651,4493,N,Outfall 2 (DBY OF-2),03/20/14,03/12/14,8,N,5.7,5,6.82,200,460,0.95,8.82,1.01,6.5,7.13,0.437,,,,,
H,Brewer Pilots Point Marina,,154,Patchogue River,,000907,4493,,"Outfall 011, South Yard",04/08/14,04/04/14,4,N,2.5,7.37,7.3,28,18,0.06,0.73,0.94,0.15,0.1,0.039,17.10%,10.60%,20.3,172,0.00%
H,Brewer Pilots Point Marina,,154,Patchogue River,,000907,4493,,"Outfall 024, South Yard",04/08/14,04/04/14,4,N,2.5,7.37,7.3,23,18,0.07,0.73,1.03,0.15,0.1,0.042,70.20%,12.50%,20.2,178,0.00%
H,Brewer Pilots Point Marina,,154,Patchogue River,,000907,4493,,"Outfall 018, South yard",04/08/14,04/04/14,4,N,2.5,7.37,7.3,25,17,0.06,0.53,0.97,0.13,0.09,0.033,48.30%,12.60%,19.8,177,0.00%
H,Rives Potts,Brewer Pilots Point Marina East Yard,154,Patchogue River,,000903,4493,,"Outfall 026, South Yard",04/08/14,04/04/14,4,N,2.5,7.37,7.2,49,51,0.14,0.76,0.95,0.6,0.27,0.033,3.13%,3.13%,20.9,135,0.00%
H,Brewer Pilots Point Marina,,154,Menunketesuck River,,000907,4493,,"Outfall 026, South Yard",04/08/14,04/04/14,4,N,2.5,7.37,7.2,49,51,0.14,0.76,0.95,0.6,0.27,0.033,6.25%,6.25%,20.9,135,0.00%
H,Brewer Pilots Point Marina,South Yard,154,Patchogue River,,000907,4493,N,"Outfall 008, South Yard",04/08/14,04/04/14,4,N,2.5,7.37,7,82,144,0.29,1.15,0.71,1.57,0.63,0.03,6.25%,6.25%,23.3,53,0.00%
H,Town of Fairfield,Marina 1,051,Long Island Sound,,002240,,N,Marina 1,10/19/11,09/23/11,26,N,nd,4.74,6,20,6,0.088,nd,0.1,0.0068,0.023,nd,100.00%,100.00%,4,40,100.00%
H,Town of Fairfield,Marina 8,051,Long Island Sound,,002240,,N,Marina 8,10/19/11,09/23/11,26,N,nd,4.74,6.7,23,3,0.056,nd,0.18,0.0045,0.017,nd,100.00%,100.00%,20,225,100.00%
H,Town of Fairfield,Marina 7,051,Long Island Sound,,002240,,N,Marina 7,10/19/11,09/23/11,26,N,nd,4.74,6.4,34,10,0.087,0.67,0.16,0.0074,0.03,nd,100.00%,100.00%,2,18,100.00%
H,Town of Fairfield,Marina 3,051,Long Island Sound,,002240,,N,Marina 3,10/19/11,09/23/11,26,N,nd,4.74,6.2,38,17,0.15,0.57,0.11,0.0078,0.037,0.0042,100.00%,100.00%,2,16,100.00%
H,Town of Fairfield,Marina 1,051,Long Island Sound,,002240,,N,Marina 1,06/07/13,05/29/13,9,N,1.2,6,7.6,86,190,0.31,2.2,0.34,0.021,0.066,0.0028,100.00%,100.00%,,102,100.00%
H,Town of Fairfield,Marina 3,051,Long Island Sound,,002240,,N,Marina 3,06/07/13,05/29/13,9,N,1.1,6,7.1,24,6.3,0.074,0.52,0.29,0.01,0.042,0.002,100.00%,100.00%,,36,100.00%
H,Town of Fairfield,Marina 7,051,Long Island Sound,,002240,,N,Marina 7,06/07/13,05/29/13,9,N,1.1,6,6.9,30,2,0.052,0.52,0.38,0.006,0.013,0.002,100.00%,100.00%,,227,100.00%
H,Town of Fairfield,Marina 8,051,Long Island Sound,,002240,,N,Marina 8,06/07/13,05/29/13,9,N,1,6,7,17,13,0.1,0.5,0.18,0.0058,0.13,0.0031,100.00%,100.00%,,55,95.00%
H,Bruce and Johnsons Marina,Bruce and Johnsons Marina,014,Branford River,,000647,,,Main Yard 06,04/15/14,,,N,0.2855,,7.26,75,122,0.198,0.766,0.874,0.214,0.1,0.00645,100.00%,100.00%,120,848,70.00%
H,Bruce and Johnsons Marina,Bruce and Johnsons Marina,014,Branford River,,000647,,,Main Yard 01,04/15/14,,,N,0.2855,,7.12,55,29.6,0.253,0.648,0.222,0.28,0.306,0.00765,8.51%,7.33%,50,475,0.00%
H,Bruce and Johnsons Marina,Bruce and Johnsons Marina,014,Branford River,,000647,,,West Yard 01,04/15/14,,,N,0.778,,7.51,22,46.8,0.155,0.602,0.476,0.092,0.0442,0.00596,100.00%,32.20%,4,84,0.00%
H,Milford Boat Works,Milford Boat Works BC# 160333,084,Milford Harbor,,001097,4493,,MBW#2,04/12/13,04/01/13,11,N,0.5,5.34,6.38,16,138,0.36,0.79,0.35,0.62,0.26,0.025,27.70%,12.40%,615,86,0.00%
H,Milford Boat Works,Milford Boat Works BC#160332,084,Milford Harbor,,001097,3732,,MBW#1,04/12/13,04/01/13,11,N,0.5,5.34,7.8,11,139,0.28,0.83,1.04,1.19,0.41,0.025,6.25%,6.25%,612,334,0.00%
H,BLP Marine,Fort Rachel Marina,137,Mystic River,,000663,,N,Outfall #2,06/05/14,05/31/14,5,Y,2.5,6.73,6.72,55,33,0.16,1.36,1.68,0.36,0.13,0.022,,,,,
H,Gary H. Reynolds,Reynolds' Garage & Marine,075,8 Mile River/Hamburg Cove ,,001720,5551,,001,06/09/14,06/05/14,4,N,2.5,8.03,8.12,73,54,0.64,2.1,0.43,0.22,0.04,0.006,,,,,
H,"Branford Landing Marina, Inc.",,014,Branford River,,001981,4493,,Outfall # 1,04/30/14,04/30/14,0,N,1,,6.9,15,10,0.05,0.36,0.05,0.072,0.042,0.015,,,,,
H,Town of Fairfield,Marina 3,051,Long Island Sound,,002240,,N,Marina 3,11/27/13,11/18/13,9,N,0.5,6.31,6.68,46,2,0.12,3.29,0.24,1.46,0.11,0.025,100.00%,100.00%,13,40,100.00%
H,Town of Fairfield,Marina 7,051,Long Island Sound,,002240,,N,Marina 7,11/27/13,11/18/13,9,N,0.5,6.6,5.8,0.5,9,0.13,1.26,0.44,1.38,0.08,0.025,100.00%,100.00%,6,17,100.00%
H,Town of Fairfield,Marina 8,051,Long Island Sound,,002240,,N,Marina 8,11/27/13,11/18/13,9,N,0.5,6.62,6.93,153,27,0.18,4.26,0.32,0.56,0.07,0.025,100.00%,100.00%,23,17,100.00%
H,Town of Fairfield,Marina 1,051,Long Island Sound,,002240,,N,Marina 1,11/27/13,11/18/13,9,N,0.5,6.59,6.38,12,5,0.3,3.99,0.21,0.19,0.12,0.025,100.00%,100.00%,10,40,100.00%
