Sector,name,site_name,town,rwater,Basin,GSI,SIC,Impaired,samp_location,samp_date,prev_storm,days_last_storm,ice,o_n_g,rain_ph,samp_ph,cod,tss,tp,tkn,no3,tot_copper,tot_zinc,tot_lead,24_hr_lc50,48_hr_lc50,hardness,conduct,per_sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"NLR, Inc.","NLR, Inc.",047,Stormwater Catch Basins,,000108,4953,N,Outfall #001,11/01/13,10/07/13,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"NLR, Inc.","NLR, Inc.",047,Stormwater Catch Basins,,000108,4953,N,Outfall #002,11/01/13,10/07/13,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"NLR, Inc.","NLR, Inc.",047,CT River,,000108,4953,N,DSN001,03/29/14,03/20/14,,N,1,4.60,4.30,5,2,0.02,0.34,0.05,0.005,0.031,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"NLR, Inc.","NLR, Inc.",047,CT River,,000108,4953,N,DSN002,03/29/14,03/20/14,,N,1,4.60,4.20,5,0.5,0.02,0.32,0.05,0.005,0.035,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Simsmetal East, LLC",,135,Stamford Sanitary Sewer,,002438,5093,N,OWS Discharge,09/16/13,>3 days,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SMM New England Corp.,,101,Little River,,001689,5093,N,OF #2,11/01/13,10/07/13,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SMM New England Corp.,,101,Little River,,001689,5093,N,OF #3,11/01/13,10/07/13,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Maine Plastics, Inc.","Maine Plastics, Inc.",138,,7101-00-1,002610,5093,N,DSN-001,11/01/13,10/07/13,,N,,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Danbury Resource Management,Danbury Resource Management,034,,6603,002540,5093,N,OF-1,11/01/13,10/20/13,,N,2.5,6.86,6.65,270,38,0.25,3.1,0.69,0.270,1.200,0.170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Thames River Recycling, Inc.","Thames River Recycling, Inc.",083,Sawmill Brook,,001660,5093,N,Outfall 1,11/01/13,,,N,0.5,,6.61,0.5,24,0.07,0.96,0.25,0.003,0.054,0.001,100.00%,87.10%,3.39,26,40.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Liberty Recycling, LLC",,017,Basin,,002478,5093,N,Basin,11/07/13,11/01/13,,N,1,7.50,7.20,47,7,0.025,1.31,0.97,0.030,0.015,0.015,100.00%,100.00%,21,50,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Simsmetal East, LLC",CTL No. 14083,135,Stamford Sanitary Sewer,,002438,5093,N,OWS Discharge,11/27/13,>3 days,,N,2,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Albert Bros Inc,Albert Bros Inc,,Steel Brook,,001072,5093,Y,Yard 1,06/07/13,,,N,4.1,,7.90,380,290,0.56,1.55,0.246,0.715,1.790,0.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Albert Bros Inc,Albert Bros Inc,,Naugatuck River,,001072,5093,Y,Yard 2,06/07/13,,,N,2.4,,7.84,240,232,0.58,3.86,0.025,0.428,1.520,0.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"City Auto Parts, Inc.","City Auto Parts, Inc.",064,MS4- Hartford Municipal Storm Sewer,4000-26,002239,"5015, 5093",N,CIT-1 (To Fishfry Street),04/15/14,04/08/14,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Connecticut Scrap, LLC","Connecticut Scrap, LLC",086,Oxoboxo Brook,3004-00,001111,5093,Y,CTS-1,04/15/14,04/08/14,,N,36,,5.50,440,740,1.4,,,0.210,1.400,0.370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Ross Recycling, Inc.","Ross Recycling Inc, ",116,Town Drainage System,3400-00,002092,5093,N,ROS-1 Quarterly,04/15/14,04/08/14,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SMM New England Corp.,,101,Little River,,001689,5093,N,OF #2,05/16/14,05/10/14,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SMM New England Corp.,,101,Little River,,001689,5093,N,OF #3,05/15/14,05/10/14,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Central Scrap Metal Co., Inc.","Central Scrap Metal Co., Inc.",151,Naugatuck River,,002622,5098,N,"365 Thomaston Ave, Waterbury, CT",05/22/14,,,N,9.79,7.00,7.03,23.9,1027,0.14,1.88,0.44,7.850,6.880,2.550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Liberty Recycling North, LLC",,143,,,002662,5093,N,SEP 1,06/26/14,06/19/14,7,N,1,7.60,7.20,21,9,0.025,1.88,1.56,0.015,0.073,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Liberty Recycling North, LLC",,143,,,002662,5093,N,SEP 2,06/26/14,06/19/14,7,N,1,7.60,7.50,5,9,0.06,1.14,0.15,0.017,0.047,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"ELG UTICA ALLOYS (Hartford), Inc.",ELG Utica Alloys (Hartford),064,"Unnamed swale leading to CT river, CT River basin",,002206,5093,N,Sample site 1,07/13/14,07/10/14,3,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"ELG UTICA ALLOYS (Hartford), Inc.",ELG Utica Alloys (Hartford),064,"Unnamed Swale Leading to CT river, CT River basin",,002206,5093,N,Sample site 5,07/13/14,07/10/14,3,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"ELG UTICA ALLOYS (Hartford), Inc.",ELG Utica Alloys (Hartford),064,"Unnamed Swale Leading to CT river, CT River basin",,002206,5093,N,Sample Site 7,07/13/14,07/10/14,3,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Albert Bros Inc,Albert Bros Inc,151,Steel Brook,,001072,5093,N,Yard 1 (out fall 001),07/24/14,>3 days,,N,6.3,7.90,7.22,116.6,27,0.38,2.8,0.6,0.360,1.030,0.130,100.00%,100.00%,73.8,191,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Albert Bros Inc,Albert Bros Inc,151,Naugatuck River,,001072,5093,Y,Yard 2 (out fall 002),07/24/14,>3 days,,N,1.4,8.20,7.31,111.9,4.5,0.47,3.36,0.38,0.110,0.250,0.040,47.70%,37.50%,86.9,295,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Connecticut Scrap, LLC","Connecticut Scrap, LLC",086,Oxoboxo Brook ,3004-00,001111,5093,y,CTS-1,06/05/14,05/30/14,6,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"City Auto Parts, INC","City Auto Parts, Inc.",064,MS4 -Hartford Municipal Storm Sewer,4000-26,002239,"5015, 5093",N,CIT-1 (To Fishfry Street),06/05/14,05/30/14,6,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Ross Recycling, Inc","Ross Recycling, Inc.",116,Town Drainage System ,3400-00,002092,5093,N,ROS- 1 Quarterly ,06/05/14,05/30/14,6,N,,,,280,,,,,0.960,2.100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Danbury Resource Management,Danbury Resource Management,034,6603,,002540,5093,N,OF-1,04/30/14,04/26/14,4,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,240 Connecticut LLC,240 Connecticut LLC,151,Steel Brook,,002619,5093,N,SW-240 (outfall 001),03/28/14,03/20/14,8,N,2,6.20,6.14,55.2,26.5,0.12,1.81,0.91,0.550,3.330,0.030,6.25%,6.25%,13.5,52.9,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Willimantic Waste Paper Co., Inc",Willimantic Recycling & Scrap Metals Facilities,163,,3100-00-4,000516,4593,N,DSN-001,11/07/13,10/07/13,31,N,25,6.50,6.81,320,300,0.86,6.9,0.25,0.061,0.549,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Willimantic Waste Paper CO., Inc",Willimantic Recycling & Scrap Metals Facilities,163,,3100-00-4,000516,4593,N,DSN-002,11/07/13,10/07/13,31,N,5,6.50,6.70,180,44,0.38,4.44,0.12,0.025,0.259,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Willimantic Waste Paper Co., Inc",Willimantic Recycling & Scrap Metals Facilities,163,,3100-00-4,000516,4593,N,DSN-001,06/19/14,06/13/14,6,N,15,6.50,6.73,304,140,0.53,6.4,0.13,0.060,0.354,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Willimantic Waste Paper Co., Inc",Willimantic Recycling & Scrap Metals Facilities,163,,3100-00-4,000516,4593,N,DSN-002,06/19/14,06/13/14,6,N,17,6.50,6.60,315,170,0.82,10.3,0.2,0.105,0.443,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Albert Bros Inc,Albert Bros Inc,151,Steel Brook,,001072,5093,Y,Yard 1 (Out fall 1),03/28/14,03/19/14,9,N,6.5,7.80,8.10,42.3,548,0.31,2.96,0.1,0.670,1.380,0.470,100.00%,100.00%,102,543,75.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Albert Bros Inc,Albert Bros Inc,,Naugatuck River,,001072,5093,Y,Yard 2,03/28/14,,>3,N,19,7.63,7.72,124,328.5,0.42,3.1,0.26,0.870,2.330,0.850,100.00%,100.00%,170,413,90.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,TDNE ,Transformer Decommissioning North East,017,,,002500,,,Outfall #2,09/26/12,,,N,0.85,,7.83,5,2.5,0.24,0.29,1.71,0.0025,0.008,0.001,100.00%,100.00%,140,594,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,TDNE ,Transformer Decommissioning North East,017,,,002500,,,,03/31/13,,,N,2.5,6.68,6.77,50,7.5,0.05,0.30,0.025,0.007,0.016,0.001,100.00%,100.00%,8,25,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
