Sector,name,site_name,town,rwater,Basin,GSI,SIC,Impaired,samp_location,samp_date,prev_storm,days_last_storm,ice,o_n_g,rain_ph,samp_ph,cod,tss,tp,tkn,no3,tot_copper,tot_zinc,tot_lead,24_hr_lc50,48_hr_lc50,hardness,conduct,per_sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Central Scrap Metal Co., Inc.","Central Scrap Metal Co., Inc.",151,,,001630,,,,02/16/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Ross Recycling, Inc.","Ross Recycling, Inc.",116,Town Drainage System,3400-00,002092,5093,Y,ROS-1,10/19/11,10/14/11,5,N,3,5.50,7.00,44,74,0.09,0.25,0.05,0.035,0.120,0.036,100.00%,100.00%,55,242,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Sims Metal Management,Sims Metal Management,101,Little River,,001689,5093,N,Outfall 2,12/06/11,11/29/11,7,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Sims Metal Management,Sims Metal Management,101,Little River,,001689,5093,N,Outfall 3,12/06/11,11/29/11,7,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Connecticut Scrap, LLC","Connecticut Scrap, LLC",086,Oxoboxo Brook,3004-00,001111,5093,N,CTS-1,10/13/11,10/04/11,9,N,,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Liberty Recycling, LLC","Liberty Recycling, LLC",017,,,002478,5093,,Northeast Corner,11/29/11,11/22/11,7,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Danny Corp,,064,Park River,4400-01_02,000683,5093,N,OF#1,01/27/12,01/24/12,3,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Danny Corp,,064,Park River,4400-01_02,000683,5093,N,OF#2,01/27/12,01/24/12,3,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Danny Corp,,064,Park River,4400-01_02,000683,5093,N,OF#3,01/27/12,01/24/12,3,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Danny Corp,,064,Park River,4400-01_02,000683,5093,N,OF#4,01/27/12,01/24/12,3,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Danny Corp,,064,Park River,4400-01_02,000683,5093,N,OF#5,01/27/12,01/24/12,3,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Danny Corp,,064,Park River,4400-01_02,000683,5093,N,OF#6,01/27/12,01/24/12,3,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,City Auto Parts,,064,MS4,4000-26,002239,"5015,5093",N,CIT-1 to Frishfry Street,01/12/12,01/01/12,11,N,2.5,5.50,8.10,220,330,0.58,1.2,0.05,0.270,0.760,0.370,100.00%,100.00%,76,323,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Metal Management Aerospace ,Sims Metal Management Aerospace,064,Unnamed swale to CT River/CT River Basin,,002206,5093,N,Sample Site 5,08/10/12,08/05/12,5,N,,4.99,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Metal Management Aerospace ,Sims Metal Management Aerospace,064,Unnamed swale to CT River/CT River Basin,,002206,5093,N,Sample Site 7,08/10/12,08/05/12,5,N,,4.99,6.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Metal Management Aerospace ,Sims Metal Management Aerospace,064,Unnamed swale to CT River/CT River Basin,,002206,5093,N,Sample Site 1,08/10/12,08/05/12,5,N,,4.99,5.00,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Nutmeg Recycling , LLC",ReCommunity Recycling ,132,"Dry Brook to the Scantic River, Connecticut River ",,001862,5093,N,Outfall A,08/10/12,08/05/12,5,N,2.7,6.00,7.94,26,11,0.36,0.72,1.95,0.003,0.034,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"NLR, Inc.",,047,Stormwater Catch Basins,,000108,4953,N,Outfall #001,07/18/12,07/02/12,16,N,1,,5.00,36,9,0.025,2.18,0.43,0.005,0.033,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"NLR, Inc.",,047,No Name Brook,,000108,4953,N,Outfall #002,07/18/12,07/02/12,16,N,1,,5.70,40,20,0.12,2.61,0.57,0.014,0.068,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Ross Recycling, Inc.","Ross Recycling, Inc.",116,Town Drainage System,3400-00,002092,5093,Y,ROS-1 ,09/04/12,08/28/12,7,N,,5.50,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Connecticut Scrap, LLC","Connecticut Scrap, LLC",086,Oxoboxo Brook,3004-00,001111,5093,Y,CTS-1,09/04/12,08/28/12,7,N,18,5.50,8.20,0.5,340,1.1,2.6,0.19,0.530,3.400,0.840,100.00%,83.20%,46,146,50.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"City Auto Parts, Inc.","City Auto Parts, Inc.",064,Hartford Municipal Storm Sewer System ,4000-26,002239,"5015, 5093",N,CIT-1 (To Fishfry Street),09/19/12,09/04/12,15,N,1.1,6.00,6.80,54,33,0.17,0.25,0.025,0.049,0.120,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Town of Morris,Transfer Station,087,"Bantam River, Shepaug Regional Basin", ,001288,5093,N,Outfall #1,07/26/12,07/23/12,,N,1,,6.80,34,98,0.45,1.38,0.26,0.012,0.015,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Town of Morris,Transfer Station,087,"Bantam River, Shepaug Regional Basin", ,001288,5093,N,Outfall #2,07/26/12,07/23/12,,N,5.4,,7.20,146,207,0.35,4.47,0.11,0.039,0.236,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Robert J. Smith,G&S Scrap Metal,132,Podunk River,,002183,5093,N,Outfall-001,12/18/12,12/08/12,,N,0.7,7.25,7.05,23,9,0.11,0.75,1.38,0.021,0.207,0.028,100.00%,100.00%,42,132,85.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Robert J. Smith,G&S Scrap Metal,132,Podunk River,,002183,5093,N,Outfall-002,12/18/12,12/08/12,,N,0.7,4.03,6.02,5,6,0.03,0.33,0.08,0.003,0.018,0.001,100.00%,100.00%,2,7,75.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Robert J. Smith,G&S Scrap Metal,132,Podunk River,,002183,5093,N,Outfall-001,01/11/13,12/29/12,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Robert J. Smith,G&S Scrap Metal,132,Podunk River,,002183,5093,N,Outfall-002,01/11/13,12/29/12,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Central Scrap Metal Co., Inc.","Central Scrap Metal Co., Inc.",151,Beaver Pond,,001630,5098,N,Outfall 2 catchbasin 4,10/19/12,10/16/12,,N,0.25,6.89,7.09,12.3,2.5,0.25,1.07,0.45,0.120,0.080,0.007,34.70%,6.25%,8,205,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Chase Waste Management Corporation,Chase Waste Management Corporation,093,Quinnipiac River,5200-21-2-R1,002506,5093,N,Outfall Location One,05/08/12,05/05/12,,N,13,,6.93,1600,210,0.6,13,4.6,2.800,0.670,0.800,6.25%,6.25%,470,1354,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Chase Waste Management Corporation,Chase Waste Management Corporation,093,Quinnipiac River,5200-21-2-R1,002506,5093,N,Outfall Location One,07/15/12,07/12/12,,N,6.1,6.21,6.67,,98,0.05,12,4.7,1.800,0.480,0.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Ross Recycling, Inc.","Ross Recycling, Inc.",116,Town Drainage System,3400-00,002092,5093,N,ROS-1 Quarterly,02/27/13,02/24/13,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Town of Plymouth,Plymouth Transfer Station,111,"Hancock River, Naugatuck Regional Basin", ,001932,5093,N,Outfall #1,12/21/12,12/18/12,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Town of Plymouth,Plymouth Transfer Station,111,"Hancock River, Naugatuck Regional Basin", ,001932,5093,N,Outfall #2,12/21/12,12/18/12,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Town of Plymouth,Transfer Station,111,"Hancock River, Naugatuck Regional Basin", ,001932,5093,N,Outfall #1,10/19/12,10/15/12,,N,1,6.70,6.50,5,13,0.025,0.33,0.05,0.005,0.015,0.015,100.00%,100.00%,1,16,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Town of Plymouth,Transfer Station,111,"Hancock River, Naugatuck Regional Basin", ,001932,5093,N,Outfall #2,10/19/12,10/15/12,,N,1,6.70,6.50,5,11,0.025,0.31,0.05,0.005,0.015,0.015,100.00%,100.00%,1,18,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Town of Plymouth,Transfer Station,111,"Hancock River, Naugatuck Regional Basin", ,001932,5093,N,Outfall #1,08/10/12,08/01/12,,N,87,,6.50,105,980,0.32,2.76,0.4,0.040,0.139,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Town of Plymouth,Transfer Station,111,"Hancock River, Naugatuck Regional Basin", ,001932,5093,N,Outfall #2,08/10/12,08/01/12,,N,29,,6.40,84,106,0.26,2.12,0.34,0.019,0.061,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Willimantic Waste Paper Co Inc,Willimantic Recycling & Scrap Metals Facilities,163,,3100-00-4,000516,4953,N,DSN-001,01/12/12,01/01/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Willimantic Waste Paper Co Inc,Willimantic Recycling & Scrap Metals Facilities,163,,3100-00-4,000516,4953,N,DSN-001,04/22/12,04/01/12,,N,11,6.5,5.39,150,79,0.51,6.38,0.005,0.031,0.373,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Willimantic Waste Paper Co Inc,Willimantic Recycling & Scrap Metals Facilities,163,,3100-00-4,000516,4953,N,DSN-002,04/22/12,04/01/12,,N,2.3,6.5,6.68,150,18,0.16,1.61,0.07,0.02,0.142,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Northeast Lamp Recycling Inc,,047,No Name Brook,,000108,4953,N,Outfall #2,05/01/12,04/23/12,,N,1,,5.80,115,28,0.24,3.81,1.44,0.030,0.190,0.015,100.00%,95.50%,20,96,45.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Northeast Lamp Recycling Inc,,047,Stormwater Catch Basins,,000108,4953,N,Outfall #1,05/01/12,04/23/12,,N,1,,5.10,67,13,0.11,3.45,1.48,0.013,0.062,0.015,100.00%,70.70%,10,71,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Lakin Tire East, Inc.","Lakin Tire East, Inc.",156,Phipps Lake,,001025,5093,N,Outfall #1,03/28/12,03/25/12,,N,0.7,4.60,6.59,31,88,0.07,1.13,0.43,0.009,0.049,0.001,100.00%,100.00%,12,29,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Lakin Tire East, Inc.","Lakin Tire East, Inc.",156,Phipps Lake,,001025,5093,,Outfall #1,05/01/12,04/26/12,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Lakin Tire East, Inc.","Lakin Tire East, Inc.",156,Phipps Lake,,001025,5093,,Outfall #1,09/28/12,09/27/12,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Lakin Tire East, Inc.","Lakin Tire East, Inc.",156,Phipps Lake,,001025,5093,N,Outfall #1,10/19/12,10/16/12,,N,0.7,6.92,6.48,5,2.5,0.02,0.39,0.27,0.003,0.034,0.001,100.00%,100.00%,8,33,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Lakin Tire East, Inc.","Lakin Tire East, Inc.",156,Phipps Lake,,001025,5093,N,Outfall #1,03/06/13,02/28/13,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Albert Bros Inc,Albert Bros Inc,151,Steel Brook,,001072,5093,N,Yard 1,01/26/12,01/23/12,,N,11.5,6.04,7.21,182,144,0.65,0.39,1.09,0.490,0.900,0.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Albert Bros Inc,Albert Bros Inc,151,Steel Brook,,001072,5093,Y,Yard 1,02/19/13,>3days,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Albert Bros Inc,Albert Bros Inc,151,Steel Brook,,001072,5093,Y,Yard 1,02/27/13,>3days,,N,13,8.54,8.64,670,1500,0.72,0.5,0.5,4.400,10.000,3.600,100.00%,100.00%,220,385,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Albert Bros Inc,Albert Bros Inc,151,Steel Brook,,001072,5093,Y,Yard 1,12/04/12,>3days,,N,9.4,,7.90,320,330,0.37,1.9,0.72,0.830,2.400,0.880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Albert Bros Inc,Albert Bros Inc,151,Naugatuck River,,001072,5093,N,Yard 2,01/26/12,01/23/12,,N,13.6,6.04,6.86,266,306,0.69,1.11,0.71,0.830,2.900,1.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Albert Bros Inc,Albert Bros Inc,151,Naugatuck River,,001072,5093,Y,Yard 2,12/04/12,>3days,,N,2.5,,8.87,230,90,0.19,5.3,1.1,0.260,0.710,0.240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Albert Bros Inc,Albert Bros Inc,151,Naugatuck River,,001072,5093,Y,Yard 2,02/19/13,>3days,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Albert Bros Inc,Albert Bros Inc,151,Naugatuck River,,001072,5093,Y,Yard 2,02/27/13,>3days,,N,11,8.54,8.61,210,1200,0.66,4.1,0.26,2.900,7.500,2.800,100.00%,100.00%,210,313,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Connecticut Scrap, LLC","Connecticut Scrap, LLC",086,Oxoboxo Brook,3004-00,001111,5093,Y,CTS-1,12/10/12,11/27/12,,N,76,5.50,7.80,380,200,0.66,2.7,0.21,0.260,2.200,0.550,100.00%,100.00%,96,316,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Rubino Brothers, Inc.","Rubino Brothers, Inc.",135,,7000-40-1,001143,5093,N,DSN001,05/01/12,04/23/12,,N,10,6.55,7.55,71,51,0.15,1.2,0.35,0.089,0.937,0.258,100.00%,100.00%,98,581,50.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Central Scrap Metal Co., Inc.","Central Scrap Metal Co., Inc.",151,Beaver Pond,,001630,5098,N,Outfall 2 catchbasin 4,05/21/12,,,N,0.25,6.39,6.54,102,20,0.25,1.47,1.05,0.130,0.220,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Thames River Recycling, Inc.","Thames River Recycling, Inc.",083,Sawmill Brook,,001660,5093,Y,OF 003,01/11/13,,,N,0.5,,7.39,44.4,159,0.14,0.41,0.21,0.010,0.211,0.003,100.00%,100.00%,10.85,182,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SMM New England Corporation,,101,Little River,,001689,5093,N,OF #2,03/19/13,03/12/13,,Y,3.6,6.60,7.30,143,54,0.21,2.81,0.25,0.093,0.567,0.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SMM New England Corporation,,101,Little River,,001689,5093,N,OF #2,12/07/12,10/27/12,,N,,,,,,,,,,,,,,,,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SMM New England Corporation,,101,Little River,,001689,5093,N,OF #3,12/07/12,10/27/12,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SMM New England Corporation,,101,Little River,,001689,5093,N,OF 2,09/28/12,09/22/12,,N,4,6.20,7.40,194,55,0.29,4.77,0.61,0.122,0.773,0.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SMM New England Corporation,,101,Little River,,001689,5093,N,OF 3,09/28/12,09/22/12,,N,1,6.20,7.70,89,16,0.2,4.05,2.67,0.046,0.274,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SMM New England Corporation,,101,Little River,,001689,5093,N,Outfall 2,06/12/12,06/03/12,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SMM New England Corporation,,101,Little River,,001689,5093,N,Outfall 3,06/12/12,06/03/12,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Nutmeg Recycling , LLC",ReCommunity Recycling ,132,"Dry Brook to the Scantic River, Connecticut River ",,001862,5093,N,Outfall A,03/16/12,03/03/12,,N,0.7,6.56,7.91,20,2.5,0.02,0.25,0.53,0.003,0.009,0.001,100.00%,100.00%,120,739,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Nutmeg Recycling , LLC",ReCommunity Recycling ,132,"Dry Brook to the Scantic River, Connecticut River ",,001862,5093,N,Outfall A,06/06/12,06/02/12,,N,,6.00,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Nutmeg Recycling , LLC",ReCommunity Recycling ,132,"Dry Brook to the Scantic River, Connecticut River ",,001862,5093,N,Outfall A,12/07/12,11/27/12,,N,,6.00,6.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Nutmeg Recycling , LLC",ReCommunity Recycling ,132,"Dry Brook to the Scantic River, Connecticut River ",,001862,5093,N,Outfall A,03/12/13,02/27/13,,N,2.7,7.54,8.17,58,63,0.15,1.28,1.23,0.009,0.091,0.009,100.00%,100.00%,90,495,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Ross Recycling, Inc.","Ross Recycling, Inc.",116,Town Drainage System,3400-00,002092,5093,Y,ROS-1,06/13/12,06/02/12,,N,1.6,5.50,7.10,490,87,0.23,2,0.05,0.062,0.140,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Ross Recycling, Inc.","Ross Recycling, Inc.",116,Town Drainage System,3400-00,002092,5093,N,ROS-1,12/10/12,11/27/12,,N,3.4,5.50,7.60,340,110,0.46,2.4,0.058,0.130,0.330,0.120,100.00%,100.00%,156,1019,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Robert J. Smith,G&S Scrap Metal,132,Podunk River,,002183,5093,N,Outfall-001,02/27/13,02/23/13,,Y,0.7,6.85,7.17,38,2.5,0.06,0.88,0.15,0.012,0.142,0.007,100.00%,100.00%,40,141,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Robert J. Smith,G&S Scrap Metal,132,Podunk River,,002183,5093,N,Outfall-002,02/27/13,02/23/13,,Y,0.7,3.65,3.85,123,6,0.03,0.29,1.22,0.003,0.005,0.001,100.00%,100.00%,2,14,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Metal Management Aerospace ,Sims Metal Management Aerospace,064,"Unnamed Swale to CT River, CT River basin",,002206,5093,N,Sample site 1,01/12/12,12/27/11,,N,,4.72,7.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Metal Management Aerospace ,Sims Metal Management Aerospace,064,"Unnamed Swale to CT River, CT River basin",,002206,5093,N,Sample site 1,05/29/12,05/22/12,,N,1.6,4.05,6.14,190,110,0.48,3.42,0.83,0.051,0.479,0.029,100.00%,100.00%,30,699,95.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
