Sector,name,site_name,town,rwater,Basin,GSI,SIC,Impaired,samp_location,samp_date,prev_storm,days_last_storm,ice,o_n_g,rain_ph,samp_ph,cod,tss,tp,tkn,no3,tot_copper,tot_zinc,tot_lead,24_hr_lc50,48_hr_lc50,hardness,conduct,per_sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Tilcon New Britain South,089,Quinnipiac River,,000579,2951,Y,New Britain South DSN 009,10/19/11,10/14/11,5,N,0.5,5.00,7.18,0.5,36.0,0.025,3.32,2.44,0.011,0.019,0.003,100.00%,100.00%,138,255,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Tilcon North Haven,101,Quinnipiac River,,000578,2951,Y,North Haven DSN 001,10/19/11,10/14/11,5,N,0.5,5.00,7.42,7.5,51.0,0.1,1.94,0.05,0.012,0.016,0.002,100.00%,100.00%,33.98,79,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Tilcon North Branford,099,Burr Brook,,000577,2951,Y,North Branford DSN 001,10/19/11,10/14/11,5,N,9.6,5.00,7.57,38.4,34.0,0.1,1.98,0.29,0.008,0.016,0.001,100.00%,100.00%,16,50,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Tilcon North Branford,099,Burr Brook,,000577,2951,Y,North Branford DSN 003,10/19/11,10/14/11,5,N,0.5,5.00,8.42,0.5,190.0,0.48,1.52,0.39,0.019,0.051,0.007,100.00%,100.00%,95.9,53.8,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Tilcon North Branford,099,Burr Brook,,000577,2951,Y,North Branford DSN 011,10/19/11,10/14/11,5,N,1.6,5.00,7.58,136.1,376.0,0.41,1.72,0.17,0.015,0.097,0.009,100.00%,100.00%,23.9,53.8,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Tilcon Farmington,052,Dead Wood Swamp,,000576,2951,N,Farmington DSN 001,10/13/11,10/04/11,9,N,0.5,5.00,7.33,11.3,90.0,0.025,1.4,0.05,0.011,0.017,0.003,100.00%,100.00%,21.4,38,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Tilcon Farmington,052,Dead Wood Swamp,,000576,2951,N,Farmington DSN 002,10/13/11,10/04/11,9,N,0.5,5.00,7.66,0.5,20.0,0.025,1.09,0.05,0.016,0.031,0.001,100.00%,100.00%,118.7,250,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Tilcon Farmington,052,Dead Wood Swamp,,000576,2951,N,Farmington DSN 003,10/13/11,10/04/11,9,N,0.5,5.00,7.95,11.3,180.0,0.11,1.27,0.05,0.044,0.037,0.005,100.00%,100.00%,85.7,142,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Tilcon Waterbury,151,Naugatuck River,,000574,2951,Y,Waterbury DSN 001,10/19/11,10/14/11,5,N,0.5,5.00,7.50,28.9,65.0,0.025,1.62,0.25,0.012,0.035,0.004,100.00%,100.00%,22.65,52,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Tilcon Old Saybrook,106,Rock Creek,,000572,2951,N,Old Saybrook DSN 001,10/13/11,10/04/11,9,N,2.4,5.00,7.37,18.7,90.0,0.11,1.88,2.18,0.011,0.046,0.002,100.00%,100.00%,78,219,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Tilcon Hamden,062,Wintergreen Brook via town storm drain,,000569,2951,N,Hamden DSN 001,10/19/11,10/14/11,5,N,0.5,6.00,7.10,76.2,190.0,0.48,1.4,0.34,0.017,0.072,0.009,100.00%,100.00%,41.1,53.8,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Tilcon Danbury Asphalt,034,Limelin Brook via Danbury Treatment Plant,,000567,2951,Y,Danbury Asphalt DSN 001,10/19/11,10/14/11,5,N,0.5,5.00,7.79,100.4,85.0,0.28,1.08,0.05,0.01,0.042,0.006,100.00%,100.00%,199,570,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"Triram Connecticut, LLC",Triram- Portland Facility,113,CT River,,000147,2951,Y,Outfall #1 (T-001),11/17/11,11/10/11,7,N,2.5,7.00,6.79,26.0,12.0,0.05,0.5,0.05,0.02,0.01,0.0065,100.00%,100.00%,10,36,95.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"Triram Connecticut, LLC",Triram- Portland Facility,113,CT River,,000147,2951,Y,Outfall #2 (T-002),11/17/11,11/10/11,7,N,2.5,7.00,6.81,26.0,14.0,0.05,0.5,0.05,0.02,0.12,0.0065,100.00%,100.00%,12,37,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Suzio York Hill companies,Meriden Faciltiy,080,Baldwin Pond/Harbor & Sawmill Brooks,,002399,2951,,SM-1,12/21/11,12/08/11,13,N,2.5,5.60,9.50,140.0,260.0,0.05,1.2,1,0.02,0.12,0.0065,100.00%,100.00%,160,229,85.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Suzio York Hill companies,Meriden Faciltiy,080,Baldwin Pond/Harbor & Sawmill Brooks,,002399,2951,,SM-2,12/21/11,12/08/11,13,N,2.5,5.60,9.30,10.0,15.0,0.05,0.5,0.27,0.02,0.035,0.0065,100.00%,100.00%,50,191,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"O&G Industries, Inc.",Davenport,135,LIS,,000591,3273,Y,1,10/19/11,10/14/11,5,N,2.5,6.50,10.49,73.0,540.0,0.31,0.5,0.7,0.02,0.18,0.021,100.00%,79.70%,470,1680,45.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"O&G Industries, Inc.",Waterbury Asphalt,151,Naugatuck River,,001566,2951,Y,DSN001,10/19/11,10/14/11,5,N,5.8,5.50,7.30,120.0,140.0,0.25,1.5,0.26,0.026,0.139,0.004,100.00%,100.00%,38,185,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"O&G Industries, Inc.",Waterbury Asphalt,151,Naugatuck River,,001566,2951,Y,DSN002,10/19/11,10/14/11,5,N,3.1,5.50,7.05,170.0,400.0,0.36,1.7,0.32,0.04,0.24,0.007,100.00%,100.00%,30,105,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"O&G Industries, Inc.",Waterbury Asphalt,151,Naugatuck River,,001566,2951,Y,DSN001,11/16/11,10/19/11,28,N,,,,,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"O&G Industries, Inc.",Waterbury Asphalt,151,Naugatuck River,,001566,2951,Y,DSN002,11/16/11,10/19/11,28,N,,,,,750.0,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"O&G Industries, Inc.",Bostwick,015,LIS,,000594,2951,Y,DSN003,10/19/11,10/13/11,6,N,2.5,5.50,8.56,7.8,200.0,0.05,0.5,0.23,0.02,0.077,0.0065,100.00%,100.00%,51,97,80.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"O&G Industries, Inc.",Bostwick,015,LIS,,000594,2951,Y,DSN004,10/19/11,10/13/11,6,N,2.5,5.50,8.57,35.0,180.0,0.22,0.5,0.14,0.02,0.13,0.014,100.00%,100.00%,64,84,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"O&G Industries, Inc.",New Milford Asphalt,096,Still River,,000587,2951,N,DSN005,06/12/12,06/02/12,10,N,0.75,5.50,8.18,20.0,14.0,0.02,0.74,0.83,0.0025,0.009,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"O&G Industries, Inc.",Bostwick,015,LIS,,000594,2951,Y,DSN003,10/19/12,10/15/12,,N,2.50,5.5,7.95,65,42,0.05,0.5,0.2,0.02,0.064,0.0065,100.00%,100.00%,33,83,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"O&G Industries, Inc.",Bostwick,015,LIS,,000594,2951,Y,DSN004,10/19/12,10/15/12,,N,5.4,5.50,8.06,90.0,84.0,0.05,0.5,0.25,0.02,0.092,0.0065,100.00%,100.00%,56,177,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"O&G Industries, Inc.",New Milford Asphalt,096,Still River,,000587,2951,N,DSN005,01/11/13,12/27/12,,N,0.5,5.50,7.90,52.5,1.0,0.03,0.49,1,0.0005,0.0005,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Hamden Asphalt,062,Wintergreen Brook via town storm drain,,000569,2951,N,Hamden DSN 001,03/12/13,03/08/13,,N,0.5,5.00,8.73,7.5,8.0,0.025,0.34,0.68,0.0025,0.019,0.001,100.00%,100.00%,34.82,529,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Old Saybrook,062,Rock Creek,,000572,3213-2951,N,Old Saybrook DSN 001,04/12/13,03/31/13,,N,0.5,5.00,7.41,18.7,31.0,0.11,0.09,0.28,0.009,0.055,0.001,100.00%,100.00%,41.1,143,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Waterbury Asphalt,151,Naugatuck River,,000574,,Y,Waterbury DSN 001,03/12/13,03/08/13,,N,0.5,5.00,7.08,15.0,100.0,0.3,0.5,0.22,0.012,0.053,0.003,100.00%,87.10%,15.46,27,40.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Farmington,052,Dead Wood Swamp,,000576,2951,N,Farmington DSN 001,04/12/13,03/31/12,,N,0.5,5.00,6.63,11.3,24.0,0.09,1.11,0.17,0.015,0.064,0.004,100.00%,100.00%,11.8,55,60.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Farmington,052,Dead Wood Swamp,,000576,,N,Farmington DSN 002,04/12/13,03/31/13,,N,0.5,5.00,7.73,15.0,11.0,0.07,1.04,0.05,0.007,0.017,0.001,100.00%,100.00%,132.7,357,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Farmington,052,Dead Wood Swamp,,000576,,N,Farmington DSN 003,04/12/13,03/31/13,,N,0.5,5.00,7.82,15.0,20.0,0.06,1.11,0.05,0.009,0.027,0.005,100.00%,100.00%,134.5,370,75.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,North Branford,099,Burr Brook,,000577,1429-2951-4011,Y,North Branford DSN 003,03/12/13,03/08/13,,N,3.2,6.00,7.02,0.5,360.0,0.52,0.94,0.54,0.027,0.141,0.006,100.00%,100.00%,78.98,182,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,North Haven Asphalt,101,Quinnipiac River,,000578,2951,Y,North Haven DSN 001,04/12/13,03/31/13,,N,0.5,6.00,8.52,0.5,254.0,0.38,1.03,0.05,0.025,0.044,0.006,100.00%,100.00%,33.5,114,90.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Wilsonville,141,French River,,000582,2951,N,Wilsonville DSN 001,04/12/13,03/31/13,,N,0.5,5.00,6.98,11.3,3.0,0.05,0.2,0.05,0.0025,0.014,0.001,100.00%,100.00%,32.3,285,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Wilsonville,141,French River,,000582,2951,N,Wilsonville DSN 002,04/12/13,03/31/13,,N,0.5,5.00,6.92,11.3,6.0,0.05,0.09,0.05,0.0025,0.011,0.001,100.00%,100.00%,30.8,267,90.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Wilsonville,141,French River,,000582,2951,N,Wilsonville DSN 003,04/12/13,03/31/13,,N,0.5,5.00,6.88,7.5,5.0,0.18,0.11,0.05,0.0025,0.012,0.001,100.00%,100.00%,30.7,267,80.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Groton,059,,,001330,2951-3273-1429-1442,Y,Groton DSN 001,04/12/13,03/31/13,,N,0.5,5.00,6.01,41.4,89.0,0.22,0.83,0.05,0.01,0.067,0.01,100.00%,100.00%,4.7,27,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Manchester Asphalt,077,Hockanum River,,001436,2951,N,Manchester DSN 004 (formerly called 004B),03/12/13,03/08/13,,N,0.5,6.00,7.48,3.7,5.0,0.025,0.7,0.51,0.008,0.036,0.001,100.00%,100.00%,139,955,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Manchester Asphalt,077,Hockanum River,,001436,2951,N,Manchester DSN 005,03/12/13,03/08/13,,N,0.5,5.50,7.64,11.3,90.0,0.09,0.84,0.19,0.0025,0.026,0.001,100.00%,100.00%,101,364,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Newington Asphalt,094,Piper Brook River,4402,001437,2951-1429,N,Newington DSN 003,03/12/13,03/08/13,,N,0.5,6.00,7.42,3.7,0.5,0.025,2.4,0.05,0.0025,0.019,0.001,100.00%,100.00%,125,302,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Newington Asphalt,094,Piper Brook River,4402,001437,2951-1429,N,Newington DSN 004,03/12/13,03/08/13,,N,0.5,6.00,7.39,3.7,0.5,0.025,0.84,0.1,0.0025,0.02,0.001,100.00%,100.00%,125,287,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Newington Asphalt,094,Piper Brook River,4402,001437,2951-1429,N,Newington DSN 005,04/12/13,03/31/13,,N,2,7.32,6.70,7.5,32.0,15.53,0.9,2.17,0.006,0.005,0.001,100.00%,100.00%,246,572,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Danbury Asphalt,034,Limeklin Brook via Danbury Treatment Pit,,000567,2951,Y,Danbury Asphalt DSN 001,03/12/13,03/08/13,,N,0.5,5,7.6,15,9,0.24,0.76,0.1,0.009,0.047,0.001,100.00%,100.00%,218,825,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Danbury Asphalt,034,Limelin Brook via Danbury Treatment Plant,,000567,2951,Y,Danbury Asphalt DSN 001,10/19/12,10/15/12,,N,0.5,5.00,7.16,63.8,130.0,0.15,0.81,0.05,0.011,0.039,0.002,,,77.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"O&G Industries, Inc.",Waterbury Asphalt,151,Naugatuck River,,001566,2951,Y,DSN001,11/13/12,11/08/12,,N,0.5,5.50,7.60,84.0,164.0,0.22,1.76,1.22,0.06,0.08,0.012,100.00%,100.00%,98,298,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Newington,094,Piper Brook River,4402,001437,2951-1429,Y,DSN 003,09/28/12,09/08/12,,N,0.5,5.00,5.17,22.2,32.0,0.07,1.43,0.74,0.008,0.031,0.003,,,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Newington,094,Piper Brook River,4402,001437,2951-1429,N,DSN 004,09/28/12,09/08/12,,N,1.6,5.00,7.29,11.3,0.5,0.06,1.17,0.05,0.005,0.019,0.001,,,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Newington,094,Piper Brook River,4402,001437,,N,DSN 005,09/28/12,09/08/12,,N,1.2,5.00,7.37,11.3,7.0,0.14,2,0.34,0.008,0.016,0.001,,,19.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Groton,059,Poquonock River,,001330,2951-3273-1429-1442,Y,DSN 001,10/19/12,10/15/12,,N,0.5,4.50,5.40,18.7,22.0,0.05,0.69,0.78,0.01,0.117,0.003,,,18.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Wallingford,148,Spring Brook,,000583,2951-4013-1429,N,Wallingford DSN 003,09/28/12,09/08/12,,N,0.5,5.00,7.82,22.2,46.0,0.12,2.77,3.54,0.006,0.025,0.001,,,97.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Wallingford,148,Spring Brook,,000583,2951-4013-1429,N,Wallingford DSN 002 ,09/28/12,09/08/12,,N,0.5,5.00,5.89,73.8,210.0,0.26,1.69,0.37,0.042,0.158,0.009,,,18.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Wilsonville,141,French River,,000582,2951,Y,Wilsonville DSN 001,10/10/12,10/07/12,,N,0.5,5.00,6.58,25.6,1.0,0.025,0.69,0.05,0.0025,0.016,0.002,,,30.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Wilsonville,141,French River,,000582,2951,N,Wilsonville DSN 002,09/18/12,09/08/12,,N,1.2,,6.31,15.0,0.5,0.025,1.06,0.05,0.006,0.012,0.003,,,33.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Wilsonville,141,French River,,000582,2951,N,Wilsonville DSN 003,09/18/12,09/08/12,,N,0.5,5.00,6.77,15.0,1.0,0.06,0.89,0.05,0.005,0.012,0.001,,,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Wauregan,109,James Brook  Quanduck Brook,,000580,2951-4129-1442,N,Wauregan DSN 001,09/18/12,09/08/12,,N,7.2,,7.23,22.2,42.0,0.18,3.27,0.05,0.007,0.038,0.001,,,126.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Plainville,110,Quinnipiac River via storm drain,,000573,1429,N,Plainville North DSN 001,09/18/12,09/08/12,,N,3.2,5.00,6.22,115.8,116.0,0.34,2.65,1.17,0.085,0.193,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
