Sector,name,site_name,town,rwater,Basin,GSI,SIC,Impaired,samp_location,samp_date,prev_storm,days_last_storm,ice,o_n_g,rain_ph,samp_ph,cod,tss,tp,tkn,no3,tot_copper,tot_zinc,tot_lead,24_hr_lc50,48_hr_lc50,hardness,conduct,per_sur,iron,mercury,alu,hydrocarbon
D,"George's Auto Parts, Inc.","George's Auto Parts, Inc.",15,"Pequonnock River, Southwest Eastern Regional Complex",,2516,5015,Y,SW-1,2/6/14,2/3/14,3,N,,,,,,,,,,,,,,,,,,,,0.05
D,Reidville Used Auto Parts,Reidville Used Auto Parts,151,"Beaverpond Brook, Naugatuck Regional Basin",,1794,5015,N,SW-1,3/31/14,3/19/14,12,N,,,,,,,,,,,,,,,,,1.72,,0.68,
D,"Webster's Auto Sales, Inc.","Webster's Auto Sales, Inc.",111,"Pequabuck River, Farmington Regional Basin",,1122,5015,N,SW-1,1/6/14,1/2/14,4,N,,,,,,,,,,,,,,,,,2.18,0.0001,1.25,
D,"Tom's Used Auto Parts, LLC","Tom's Used Auto Parts, LLC",17,"Pequabuck River, Farmington Regional Basin",,1783,5015,Y,SW-1,3/31/14,3/19/14,12,Y,,,,,,,,,,,,,,,,,18.8,,9.31,
D,Smith Auto Sales,Smith Auto Sales,53,,,1018,5015,N,Outfall 1,11/7/13,11/2/13,5,N,1.3,6,6.7,21,20,0.028,0.59,3,0.001,0.048,0.001,100.00%,100.00%,186,810,100.00%,,,,
D,Bill's Auto Parts,Bill's Auto Parts,142,"Skungamaug River, Willimantic Regional Basin",,2511,5015,Y,SW-1,1/11/14,1/6/14,5,Y,,,,,,,,,,,,,,,,,52.5,,29.4,
D,"Fowler's Auto Wrecking, Inc.","Fowler's Auto Wrecking, Inc. ",42,Wetlands,4/2/09,2554,5015,Y,"W-72.51637, N 41.55992",11/27/13,11/26/13,1,N,1,6.4,5.5,39,11,0.025,1.07,0.71,0.04,0.111,0.015,70.70%,70.70%,5,32,0.00%,1.74,0.0002,0.21,0.25
D,"M&J Auto Recycling, Inc. ","Marvin's Used Auto Parts, Inc.",28,Witch Meadow Brook/ Eightmile River Basin,,2236,5015,N,SW-1,1/6/14,1/2/14,4,N,,,,,,,,,,,,,,,,,7.41,0.0002,7.52,
D,"M&J Auto Recycling, Inc. ","M&J Auto Recycling, Inc. & M&J Bus",28,"Deep River, Yantic Regional Basin",,2079,5015,N,SW-1,1/6/14,1/2/14,4,,,,,,,,,,,,,,,,,,2.6,,2.07,
D,Boyd's Used Auto Parts,Boyd's Used Auto Parts,104,"Shetucket River, Shetucket Regional Basin",,1253,5015,N,SW-1,12/23/13,12/19/13,4,Y,0.5,5.91,5.25,2800,74,0.005,1.95,0.005,0.04,0.005,0.005,,,,,,21.8,,0.05,5
D,Ross Auto Parts,Ross Auto Parts,17,"Pequabuck River, Farmington Regional Basin",,2284,5015,Y,SW-1,10/6/13,9/22/13,14,N,,,,,29.4,,,,,,,,,,,,0.309,,0.25,0.65
D,"Terryville Auto Parts, Inc.","Terryville Auto Parts, Inc.",111,"Pequaback River, Farmington Regional Basin",,1684,5015,N,SW-1,10/31/13,10/6/13,25,N,,,,,,,,,,,,,,,,,,,,2.5
D,Bishop's Used Auto Parts,Bishop's Used Auto Parts,80,"Sawmill Brook, Mattabesset Regional Basin",,2171,5015,Y,SW-1,11/27/13,11/17/13,10,N,,,,,,,,,,,,,,,,,1.18,,0.8,
D,Yales Auto Salvage ,Yales Auto Salvage,86,,,1162,5015,,Outfall 1,11/1/13,,,N,2,,8.31,110,140,0.25,0.87,0.04,0.069,0.243,0.275,100.00%,100.00%,22,104,100.00%,,,,
D,"Parker St. Used Auto Parts, Inc.","Parker St. Used Auto Parts, Inc.",77,Hockanum River & Tankerhoosen River Drainage Basin,,984,5015,N,SW-1,12/9/13,12/6/13,3,N,,,,,,,,,,,,,,,,,1.37,,1.35,0.14
D,"M&J Auto Recycling, Inc. ","M&J Auto Recycling, Inc. & M&J Bus",28,"Deep River, Yantic Regional Basin",,2079,5015,N,SW-1,11/7/13,11/3/13,4,N,0.95,5.8,6.6,100,38,0.293,1.4,0.23,0.036,0.124,0.0536,,,,,,2.44,,1.57,0.55
D,LaJoie's Auto Wrecking Co Inc,,103,,CT-W2-013,477,5093,Y,1-CB,11/1/13,,>1 week,N,25,6.9,6.57,240,140,0.27,1.9,0.43,1.1,1.9,1.7,70.70%,46.00%,69,173,0.00%,15,0.0013,4.8,50
D,Decapua Auto Salvage,Decapua Auto Salvage,151,Naugaruck River,,1927,162552,,86 Denver Place,3/12/13,3/8/13,4,N,1.2,6.06,6.84,6.8,11.5,0.025,0.47,0.39,0.03,0.42,0.01,100.00%,95.00%,40.3,167,45.00%,0.17,0.0001,0.09,
D,Decapua Auto Salvage,Decapua Auto Salvage,151,Naugaruck River,,1927,162552,,86 Denver Place,12/27/12,12/23/12,4,N,,,,,,,,,,,,,,,,,1.3,0.0001,0.005,
D,"Webster's Auto Sales, Inc.","Webster's Auto Sales, Inc.",111,"Pequabuck River, Farmington Regional Basin",,1122,5015,N,SW-1,10/6/13,9/21/13,15,N,,,,,130,,,,,0.1,,,,,,,4.47,,3.16,1.8
D,"Parker St. Used Auto Parts, Inc.","Parker St. Used Auto Parts, Inc.",77,Hockanum River & Tankerhoosen River Drainage Basin,,984,5015,N,SW-1,11/1/13,10/7/13,25,N,,,,,,,,,,,,,,,,,11.2,,6.92,
D,"Mark's Auto Parts, Inc. ","Mark's Auto Parts, Inc. ",40,"Stony Brook, Stony Brook Regional Basin ",,1094,5015,N,SW-1,7/23/13,7/12/13,11,N,2.9,6.52,6.38,76,37,0.51,2.4,0.025,0.014,0.095,0.007,,,,,,1.61,,0.967,0.03
D,"Mark's Auto Parts, Inc. ","Mark's Auto Parts, Inc. ",40,"Stony Brook, Stony Brook Regional Basin ",,1094,5015,N,SW-1,10/30/13,10/6/13,24,N,,,,,,,,,,,,,,,,,6.18,,3.18,
D,"Tom's Used Auto Parts, LLC","Tom's Used Auto Parts, LLC",17,"Pequabuck River, Farmington Regional Basin",,1783,5015,Y,SW-1,10/4/13,9/21/13,13,N,,,,,,,,,,,,,,,,,36.5,,23.2,
D,Kleeman Auto Parts,Kleeman's Auto Parts LLC,114,,,923,114-017,,Stream Near Route 165,7/9/13,,,N,0.5,5.94,6.42,32,538,0.04,3.89,1.77,0.32,2,0.7,,,,,,9.9,0.0001,11,10
D,"Webster's Auto Sales, Inc.","Webster's Auto Sales, Inc.",111,"Pequabuck River, Farmington Regional Basin",,1122,5015,N,SW-1,11/18/13,11/12/13,6,N,,,,,,,,,,,,,,,,,,4.32,0.0001,2.64
D,Fusco's Inc.,Fusco's Inc.,153,Wetlands/Waterbody,7/1/12,2557,5015,N,DSN-01,11/1/13,9/22/13,40,N,26.7,5.16,6.9,180,383,0.38,2.06,0.1,0.084,0.23,0.064,100.00%,100.00%,21,19,100.00%,8.4,0.0002,6.04,2500
D,"Coutu Auto Sales, Inc.","Coutu Auto Sales, Inc.",163,Willimantic River/ Willimantic Regional Basin ,,2475,5015,Y,SW-1,11/22/13,11/17/13,5,N,,,,,,,,,,,,,,,,,18.2,,13.2,
D,"S. Camerota & Sons, Inc.",Camerota Truck Parts,49,Freshwater Brook/CT Main Stem Regional Basin,,1062,5015,N,SW-1,11/22/13,11/17/13,5,N,,,,,,,,,,,,,,,,,0.879,,0.44,
D,"Coutu Auto Sales, Inc.","Coutu Auto Sales, Inc.",163,Willimantic River/ Willimantic Regional Basin ,,2475,5015,Y,SW-1,1/6/14,1/2/14,4,N,0.9,,,36,120,0.42,1.73,,0.073,0.235,0.136,,,,,,4.07,,4.66,
D,"Stewart's Auto Parts, Inc.","Stewart's Auto Parts, Inc.",5,"Morgan Brook, Farmington Regional Basin ",,1058,5015,N,SW-1,11/27/13,11/17/13,10,N,,,,,,,,,,,,,,,,,0.23,,0.19,
D,"South Windsor Auto Parts, Inc.","South Windsor Auto Parts, Inc.",132,"Sciantic River, Sciantic Regional Basin",,1980,5015,Y,SW-1,11/27/13,11/22/13,5,N,,,,,270,,,,0.052,0.365,0.316,,,,,,9.73,,7.51,0.09
D,"S. Camerota & Sons, Inc.",Camerota Truck Parts,49,Freshwater Brook/CT Main Stem Regional Basin,,1062,5015,N,SW-1,1/6/14,1/2/14,4,N,,,,,,,,0.06,,,,,,,,,0.035,,,0.05
D,"M&J Auto Recycling, Inc. ","Marvin's Used Auto Parts, Inc.",28,Witch Meadow Brook/ Eightmile River Basin,,2236,5015,N,SW-1,11/7/13,11/3/13,4,N,0.95,5.8,6.3,56,195,0.293,1.3,0.53,0.026,0.051,0.0173,,,,,,16.2,0.0001,15.3,0.6
D,Dean's Auto Recycling,Dean's Auto Recycling,152,,,1444,5015,N,Center of yard,11/7/13,,,N,0.5,,6.45,85,160,0.03,1.53,0.01,0.22,0.2,0.19,78.80%,60.20%,28,118,15.00%,5.39,0.0003,1.97,
D,CT Used Parts & Auto Wrecking,CT Used Parts & Auto Wrecking,151,"Naugatuck River, Naugatuck Regional Basin",,2249,5015,Y,SW-1,12/23/13,12/17/13,,Y,,,,,195.5,,,,0.28,0.74,0.37,,,,,,32.5,,17.5,5
D,Decapua Auto Salvage,Decapua Auto Salvage,151,Naugatuck River,,1927,162552,,86 Denver Place,8/10/12,8/5/12,,N,5.9,6.6,6.74,23.7,29.5,0.13,0.9,0.4,0.02,0.09,0.01,,,,,,2.26,0.0001,1.72,5
D,Decapua Auto Salvage,Decapua Auto Salvage,151,Naugatuck River,,1927,162552,,,3/28/12,3/30/12,,,3.2,,5.55,63,377,0.42,2.35,2,0.08,0.58,0.05,100.00%,100.00%,47.4,168,65.00%,25.1,0.0001,18.35,
D,Decapua Auto Salvage,Decapua Auto Salvage,151,Naugatuck River,,1927,162552,,,6/3/13,5/25/13,,N,0.5,7.15,7.15,10.3,16.5,0.025,0.85,0.59,0.05,0.18,0.01,,,,,,0.82,0.0001,0.67,
D,Decapua Auto Salvage,Decapua Auto Salvage,151,Naugatuck River,,1927,195885,,86 Denver Place,12/23/13,12/17/13,,N,2.9,7.32,6.62,41.6,30.5,0.025,0.71,0.45,0.07,0.3,0.04,,,,,,4.32,0.0002,3.18,5
D,"Tom's Used Auto Parts, LLC","Tom's Used Auto Parts, LLC",17,"Pequabuck River, Farmington Regional Basin",,1783,5015,Y,SW-1,12/23/13,12/17/13,,Y,,,,,143,0.25,,,0.13,1.01,0.42,,,,,,32.9,,20.6,59
D,Reidville Used Auto Parts,Reidville Used Auto Parts,151,"Beaverpond Brook, Naugatuck Regional Basin",,1794,5015,N,SW-1,12/23/13,12/17/13,,N,,,,,,,,,0.025,0.065,0.015,,,,,,1.63,,0.66,2.5
D,Petrillo's Used Auto Parts,Petrillo's Used Auto Parts,93,"Quinnipiac River, Quinnipiac Regional Basin",,2368,5015,N,SW-1,11/27/13,11/23/13,,N,,,,,,,,,,,,,,,,,,,,1
D,"South Windsor Auto Parts, Inc.","South Windsor Auto Parts, Inc.",132,"Sciantic River, Sciantic Regional Basin",,1980,5015,Y,SW-1,1/6/14,1/1/14,,N,,,,,,,,,,,,,,,,,0.608,,0.337,
D,Kleeman Auto,Kleeman's Auto Parts LLC,114,Shetucket River,,923,114-017,,Stream Near Route 165,11/18/13,,,N,,,,,,,,,,,,,,,,,0.26,0.001,0.51,
D,Kleeman Auto Parts,Kleeman's Auto Parts LLC,114,Shetucket River,,923,114-017,,Stream Near Route 165,12/30/13,,,N,,,,,,,,,,,,,,,,,0.93,0.001,4.04,
D,Wallingford Used Auto Parts,Wallingford Used Auto Parts,148,,,1698,,,runoff by tunnel,7/10/13,,,N,35.6,6.83,7.32,512,1020,0.67,1.88,0.57,0.128,0.562,0.289,,,,,,12.97,0.0001,6.49,58.8
D,Wallingford Used Auto Parts,Wallingford Used Auto Parts,148,,,1698,,,runoff by tunnel,6/25/12,,,N,0.5,7.02,8.17,479,784,0.7,2.3,0.05,0.215,0.914,0.529,100.00%,100.00%,61.96,71,100.00%,10.98,,5.74,2.5
D,Wallingford Used Auto Parts,Wallingford Used Auto Parts,148,,,1698,,,runoff by tunnel,2/20/14,,,Y,,,,,,,,,,,,,,,,,12.63,0.0001,4.6,
D,Wallingford Used Auto Parts,Wallingford Used Auto Parts,148,,,1698,,,runoff by tunnel,11/27/13,,,N,1,6.51,6.14,196.8,330,0.38,3,0.54,0.061,0.177,0.071,,,,,,13.2,0.0001,5.66,10.1
D,Wallingford Used Auto Parts,Wallingford Used Auto Parts,148,,,1698,,,runoff by tunnel,4/12/13,,,N,4.8,6.38,7.36,76.2,199,0.2,0.81,0.05,0.042,0.239,0.054,100.00%,100.00%,27.8,79,85.00%,2,0.0001,1.17,10.6
D,Fusco's Inc.,Fusco's Auto Salvage Inc. CTL No. 16754,153,Wetlands/Waterbody,7/1/12,2557,5015,N,"DSN-01 41.60769N, -73.07514 W Swale",4/30/14,4/26/14,,N,,4.6,,,,,,,,,,,,,,,4.5,0.0002,107,
D,CT Used Parts & Auto Wrecking,CT Used Parts & Auto Wrecking,151,"Naugatuck River, Naugatuck Regional Basin",,2249,5015,Y,SW-1,4/15/14,4/7/14,,Y,,,,,108,,,,0.03,0.005,0.01,,,,,,0.27,,6.1,5
D,"Arite Used Auto Parts, Inc.","Arite Used Auto Parts, Inc",89,"Webster Brook, Mattabesset Regional Basin",,2551,5015,Y,SW-1,4/1/14,3/31/14,,N,,,,,,,,,,,,,,,,,0.025,0.0002,0.05,
D,"Terryville Auto Parts, Inc.","Terryville Auto Parts, Inc.",111,"Pequabuck River, Farmington Regional Basin",,1684,5015,N,SW-1,4/15/14,4/7/14,,N,,,,,,,,,,,,,,,,,,,,5
D,Bishop's Used Auto Parts,Bishop's Used Auto Parts,80,"Sawmill Brook, Mattabesset Regional Basin",,2171,5015,Y,SW-1,4/11/14,4/7/14,4,N,,,,,,,,,,,,,,,,,0.3,,0.35,
D,"Stewart's Auto Parts, Inc.","Stewart's Auto Parts, Inc.",5,"Morgan Brook, Farmington Regional Basin ",,1058,5015,N,SW-1,4/30/14,4/26/14,,N,,,,,,,,,,,,,,,,,0.47,,0.27,
D,Ross Auto Parts,Ross Auto Parts,17,"Pequabuck River, Farmington River Basin",,2284,5015,Y,SW-1,4/30/14,4/26/14,4,N,,,,,3.4,,,,,,,,,,,,,,,0.85
D,"Fowler's Auto Wrecking, Inc.","Fowler's Auto Wrecking, Inc., CTL No. 4050",42,Wetlands,4709-04-02-R1 ,2554,5015,Y,"W -72.51637, N 41.55992",3/29/14,3/20/14,,N,,6.1,,,,,,,,,,,,,,,0.07,0.0002,0.1,
D,"Sid's Auto Sales and Used Parts Co, Inc","Sid's Auto Sales and Used Parts Co, Inc",121,,4801-03,2590,5015,N,SW #2 discharge,5/8/14,4/30/14,,N,2.5,5.9,7.45,11,2.5,0.05,0.05,0.05,0.02,0.099,0.0065,18.30%,15.50%,23,101,0.00%,0.05,0.0002,0.05,0.65
D,Ike's Autobody Inc.,"Ike's Auto Body Inc., salvage yard",55,,,993,5015,N,s.w. stormbasin,9/23/13,9/19/13,,N,0.7,7.83,7.88,49,64,0.16,1.13,0.025,0.034,0.159,0.032,,,,,,,,,
D,Ike's Autobody Inc.,"Ike's Auto Body Inc., salvage yard",55,,,993,5015,N,s.w. stormbasin,4/15/14,4/10/14,,N,0.7,6.08,7.68,25,22,0.03,0.45,0.025,0.012,0.05,0.002,100.00%,100.00%,48,102,90.00%,0.985,,0.005,
D,"Coutu Auto Sales, Inc.","Coutu Auto Sales, Inc.",163,Willimantic River/ Willimantic Regional Basin ,,2475,5015,Y,SW-1,6/5/14,5/30/14,,N,11,,,50,330,0.74,2.54,,0.205,0.482,0.697,,,,,,21.3,,13.1,1.2
D,Petrillo's Used Auto Parts,Petrillo's Used Auto Parts,93,"Quinnipiac River, Quinnipiac Regional Basin",,2368,5015,N,SW-1,5/22/14,5/16/14,,N,,,,,,,,,,,,,,,,,,,,50
D,Reidville Used Auto Parts,Reidville Used Auto Parts,151,"Beaverpond Brook, Naugatuck Regional Basin",,1794,5015,N,SW-1,5/22/14,5/16/14,,N,,,,,,,,,0.027,0.052,0.015,,,,,,2.26,,0.76,5
D,"Albert's Used Auto Parts, LLc","Albert's Used Auto Parts, LLC",140,Naugatuck River & Naugatuck Regional Drainage Basin,,2523,5015,N,SW-1,5/16/14,5/10/14,,N,0.9,5.9,7.4,67,6,0.074,0.8,0.23,0.008,0.052,0.0194,,,,,,1.15,,0.44,0.5
D,LaJoie's Auto Wrecking Co Inc,40 Meadow Street,103,,CT-W2-013,477,5093,Y,1-CB,4/15/14,,> 1 week,N,40,8.87,9.23,530,480,0.84,1.3,0.2,3.1,3.7,5,6.25%,6.25%,85,96,0.00%,40,0.0047,15,60.1
D,"Fowler's Auto Wrecking, Inc.","Fowler's Auto Wrecking, Inc. CTL No. 8385",42,Wetlands,4709-04-02-R1 ,2554,5015,Y,"W -72.51637, N 41.55992",6/13/14,6/9/14,,Y,1,7.3,7.4,20,29,0.13,1.6,0.9,0.06,0.064,0.015,,,,,,1.34,0.0002,1.29,250
D ,Wallingford Used Auto Parts,Wallingford Used Auto Parts,148,,,1698,,,runoff by tunnel,6/19/14,,,N,9.6,6.4,8.26,618,132,0.51,2.8,0.14,0.107,0.091,0.018,,,,,,2.93,0.0001,1.51,
